"Step","cosmic-sweep-11 - Average Weighted Test Accuracy","cosmic-sweep-11 - Average Weighted Test Accuracy__MIN","cosmic-sweep-11 - Average Weighted Test Accuracy__MAX","rosy-sweep-10 - Average Weighted Test Accuracy","rosy-sweep-10 - Average Weighted Test Accuracy__MIN","rosy-sweep-10 - Average Weighted Test Accuracy__MAX","crisp-sweep-9 - Average Weighted Test Accuracy","crisp-sweep-9 - Average Weighted Test Accuracy__MIN","crisp-sweep-9 - Average Weighted Test Accuracy__MAX","zany-sweep-8 - Average Weighted Test Accuracy","zany-sweep-8 - Average Weighted Test Accuracy__MIN","zany-sweep-8 - Average Weighted Test Accuracy__MAX","celestial-sweep-7 - Average Weighted Test Accuracy","celestial-sweep-7 - Average Weighted Test Accuracy__MIN","celestial-sweep-7 - Average Weighted Test Accuracy__MAX","giddy-sweep-6 - Average Weighted Test Accuracy","giddy-sweep-6 - Average Weighted Test Accuracy__MIN","giddy-sweep-6 - Average Weighted Test Accuracy__MAX","generous-sweep-5 - Average Weighted Test Accuracy","generous-sweep-5 - Average Weighted Test Accuracy__MIN","generous-sweep-5 - Average Weighted Test Accuracy__MAX","fearless-sweep-4 - Average Weighted Test Accuracy","fearless-sweep-4 - Average Weighted Test Accuracy__MIN","fearless-sweep-4 - Average Weighted Test Accuracy__MAX","treasured-sweep-3 - Average Weighted Test Accuracy","treasured-sweep-3 - Average Weighted Test Accuracy__MIN","treasured-sweep-3 - Average Weighted Test Accuracy__MAX","silver-sweep-2 - Average Weighted Test Accuracy","silver-sweep-2 - Average Weighted Test Accuracy__MIN","silver-sweep-2 - Average Weighted Test Accuracy__MAX","resilient-sweep-1 - Average Weighted Test Accuracy","resilient-sweep-1 - Average Weighted Test Accuracy__MIN","resilient-sweep-1 - Average Weighted Test Accuracy__MAX"
"88","0.754","0.754","0.754","0.756","0.756","0.756","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7545","0.7545","0.7545","0.7575","0.7575","0.7575","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.762","0.762","0.762"
"89","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.757","0.757","0.757","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"90","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7555","0.7555","0.7555","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.757","0.757","0.757","0.7575","0.7575","0.7575","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7536666666666667","0.7536666666666667","0.7536666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"91","0.7545","0.7545","0.7545","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7555","0.7555","0.7555","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.757","0.757","0.757","0.7575","0.7575","0.7575","0.7555","0.7555","0.7555","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.758","0.758","0.758","0.762","0.762","0.762"
"92","0.7545","0.7545","0.7545","0.756","0.756","0.756","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7535","0.7535","0.7535","0.7555","0.7555","0.7555","0.758","0.758","0.758","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"93","0.7541666666666667","0.7541666666666667","0.7541666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7535","0.7535","0.7535","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7585","0.7585","0.7585","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"94","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7565","0.7565","0.7565","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.757","0.757","0.757","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7538333333333334","0.7538333333333334","0.7538333333333334","0.7555","0.7555","0.7555","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"95","0.7541666666666667","0.7541666666666667","0.7541666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7555","0.7555","0.7555","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"96","0.7541666666666667","0.7541666666666667","0.7541666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.755","0.755","0.755","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.757","0.757","0.757","0.756","0.756","0.756","0.7535","0.7535","0.7535","0.7555","0.7555","0.7555","0.758","0.758","0.758","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"97","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.755","0.755","0.755","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.755","0.755","0.755","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"98","0.7545","0.7545","0.7545","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.755","0.755","0.755","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7536666666666667","0.7536666666666667","0.7536666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7585","0.7585","0.7585","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"99","0.7545","0.7545","0.7545","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.755","0.755","0.755","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.762","0.762","0.762"
"100","0.754","0.754","0.754","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.755","0.755","0.755","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7565","0.7565","0.7565","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.759","0.759","0.759","0.762","0.762","0.762"
"101","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.757","0.757","0.757","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.762","0.762","0.762"
"102","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.757","0.757","0.757","0.755","0.755","0.755","0.7555","0.7555","0.7555","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.755","0.755","0.755","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"103","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.757","0.757","0.757","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7535","0.7535","0.7535","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"104","0.7545","0.7545","0.7545","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"105","0.7545","0.7545","0.7545","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.755","0.755","0.755","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.756","0.756","0.756","0.7526666666666667","0.7526666666666667","0.7526666666666667","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.762","0.762","0.762"
"106","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.755","0.755","0.755","0.7575","0.7575","0.7575","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7526666666666667","0.7526666666666667","0.7526666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"107","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.755","0.755","0.755","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7525","0.7525","0.7525","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7585","0.7585","0.7585","0.762","0.762","0.762"
"108","0.755","0.755","0.755","0.7575","0.7575","0.7575","0.755","0.755","0.755","0.755","0.755","0.755","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7526666666666667","0.7526666666666667","0.7526666666666667","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.762","0.762","0.762"
"109","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.757","0.757","0.757","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.753","0.753","0.753","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"110","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.753","0.753","0.753","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"111","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7555","0.7555","0.7555","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.753","0.753","0.753","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"112","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7565","0.7565","0.7565","0.7528333333333334","0.7528333333333334","0.7528333333333334","0.7545","0.7545","0.7545","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"113","0.755","0.755","0.755","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.755","0.755","0.755","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.757","0.757","0.757","0.756","0.756","0.756","0.753","0.753","0.753","0.755","0.755","0.755","0.7585","0.7585","0.7585","0.762","0.762","0.762"
"114","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"115","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.753","0.753","0.753","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"116","0.7545","0.7545","0.7545","0.757","0.757","0.757","0.7545","0.7545","0.7545","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.759","0.759","0.759","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"117","0.7545","0.7545","0.7545","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.753","0.753","0.753","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.759","0.759","0.759","0.7625","0.7625","0.7625"
"118","0.7545","0.7545","0.7545","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.755","0.755","0.755","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7575","0.7575","0.7575","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7535","0.7535","0.7535","0.7545","0.7545","0.7545","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"119","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.758","0.758","0.758","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.759","0.759","0.759","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"120","0.7545","0.7545","0.7545","0.757","0.757","0.757","0.755","0.755","0.755","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7545","0.7545","0.7545","0.759","0.759","0.759","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"121","0.7545","0.7545","0.7545","0.757","0.757","0.757","0.755","0.755","0.755","0.7555","0.7555","0.7555","0.758","0.758","0.758","0.757","0.757","0.757","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7535","0.7535","0.7535","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7625","0.7625","0.7625"
"122","0.7545","0.7545","0.7545","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7555","0.7555","0.7555","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7625","0.7625","0.7625"
"123","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.757","0.757","0.757","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.759","0.759","0.759","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"124","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.757","0.757","0.757","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7555","0.7555","0.7555","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"125","0.755","0.755","0.755","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7555","0.7555","0.7555","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.756","0.756","0.756","0.7535","0.7535","0.7535","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.759","0.759","0.759","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"126","0.755","0.755","0.755","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7555","0.7555","0.7555","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.755","0.755","0.755","0.759","0.759","0.759","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"127","0.755","0.755","0.755","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7575","0.7575","0.7575","0.7575","0.7575","0.7575","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7531666666666667","0.7531666666666667","0.7531666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7625","0.7625","0.7625"
"128","0.755","0.755","0.755","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7533333333333333","0.7533333333333333","0.7533333333333333","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.759","0.759","0.759","0.7625","0.7625","0.7625"
"129","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7535","0.7535","0.7535","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.759","0.759","0.759","0.7625","0.7625","0.7625"
"130","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7536666666666667","0.7536666666666667","0.7536666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"131","0.755","0.755","0.755","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.754","0.754","0.754","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7625","0.7625","0.7625"
"132","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.7575","0.7575","0.7575","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7538333333333334","0.7538333333333334","0.7538333333333334","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7595","0.7595","0.7595","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"133","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.754","0.754","0.754","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7595","0.7595","0.7595","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"134","0.755","0.755","0.755","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7575","0.7575","0.7575","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.754","0.754","0.754","0.7555","0.7555","0.7555","0.7595","0.7595","0.7595","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"135","0.755","0.755","0.755","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7538333333333334","0.7538333333333334","0.7538333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7625","0.7625","0.7625"
"136","0.755","0.755","0.755","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7543333333333333","0.7543333333333333","0.7543333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"137","0.755","0.755","0.755","0.7565","0.7565","0.7565","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.757","0.757","0.757","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7545","0.7545","0.7545","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"138","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7565","0.7565","0.7565","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7545","0.7545","0.7545","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"139","0.755","0.755","0.755","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7575","0.7575","0.7575","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7545","0.7545","0.7545","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
