"Step","cosmic-sweep-11 - Average Weighted Test Accuracy","cosmic-sweep-11 - Average Weighted Test Accuracy__MIN","cosmic-sweep-11 - Average Weighted Test Accuracy__MAX","rosy-sweep-10 - Average Weighted Test Accuracy","rosy-sweep-10 - Average Weighted Test Accuracy__MIN","rosy-sweep-10 - Average Weighted Test Accuracy__MAX","crisp-sweep-9 - Average Weighted Test Accuracy","crisp-sweep-9 - Average Weighted Test Accuracy__MIN","crisp-sweep-9 - Average Weighted Test Accuracy__MAX","zany-sweep-8 - Average Weighted Test Accuracy","zany-sweep-8 - Average Weighted Test Accuracy__MIN","zany-sweep-8 - Average Weighted Test Accuracy__MAX","celestial-sweep-7 - Average Weighted Test Accuracy","celestial-sweep-7 - Average Weighted Test Accuracy__MIN","celestial-sweep-7 - Average Weighted Test Accuracy__MAX","giddy-sweep-6 - Average Weighted Test Accuracy","giddy-sweep-6 - Average Weighted Test Accuracy__MIN","giddy-sweep-6 - Average Weighted Test Accuracy__MAX","generous-sweep-5 - Average Weighted Test Accuracy","generous-sweep-5 - Average Weighted Test Accuracy__MIN","generous-sweep-5 - Average Weighted Test Accuracy__MAX","fearless-sweep-4 - Average Weighted Test Accuracy","fearless-sweep-4 - Average Weighted Test Accuracy__MIN","fearless-sweep-4 - Average Weighted Test Accuracy__MAX","treasured-sweep-3 - Average Weighted Test Accuracy","treasured-sweep-3 - Average Weighted Test Accuracy__MIN","treasured-sweep-3 - Average Weighted Test Accuracy__MAX","silver-sweep-2 - Average Weighted Test Accuracy","silver-sweep-2 - Average Weighted Test Accuracy__MIN","silver-sweep-2 - Average Weighted Test Accuracy__MAX","resilient-sweep-1 - Average Weighted Test Accuracy","resilient-sweep-1 - Average Weighted Test Accuracy__MIN","resilient-sweep-1 - Average Weighted Test Accuracy__MAX"
"196","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.758","0.758","0.758","0.7565","0.7565","0.7565","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.755","0.755","0.755","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"197","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7585","0.7585","0.7585","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"198","0.7555","0.7555","0.7555","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"199","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"200","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7585","0.7585","0.7585","0.7565","0.7565","0.7565","0.755","0.755","0.755","0.755","0.755","0.755","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"201","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7575","0.7575","0.7575","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.755","0.755","0.755","0.7585","0.7585","0.7585","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"202","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7625","0.7625","0.7625"
"203","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7575","0.7575","0.7575","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.756","0.756","0.756","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7585","0.7585","0.7585","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.755","0.755","0.755","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7625","0.7625","0.7625"
"204","0.7555","0.7555","0.7555","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7575","0.7575","0.7575","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.758","0.758","0.758","0.7585","0.7585","0.7585","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.755","0.755","0.755","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7625","0.7625","0.7625"
"205","0.7555","0.7555","0.7555","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.758","0.758","0.758","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.755","0.755","0.755","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7625","0.7625","0.7625"
"206","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.758","0.758","0.758","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.758","0.758","0.758","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7585","0.7585","0.7585","0.7625","0.7625","0.7625"
"207","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.758","0.758","0.758","0.757","0.757","0.757","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7565","0.7565","0.7565","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7585","0.7585","0.7585","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"208","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.757","0.757","0.757","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.758","0.758","0.758","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7625","0.7625","0.7625"
"209","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.758","0.758","0.758","0.757","0.757","0.757","0.756","0.756","0.756","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7548333333333334","0.7548333333333334","0.7548333333333334","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"210","0.7555","0.7555","0.7555","0.7585","0.7585","0.7585","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.756","0.756","0.756","0.758","0.758","0.758","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7625","0.7625","0.7625"
"211","0.7555","0.7555","0.7555","0.758","0.758","0.758","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.758","0.758","0.758","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7595","0.7595","0.7595","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"212","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7585","0.7585","0.7585","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.758","0.758","0.758","0.758","0.758","0.758","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.759","0.759","0.759","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"213","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.756","0.756","0.756","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"214","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.756","0.756","0.756","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.758","0.758","0.758","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7555","0.7555","0.7555","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"215","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7585","0.7585","0.7585","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"216","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"217","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7585","0.7585","0.7585","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.756","0.756","0.756","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.757","0.757","0.757","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"218","0.7555","0.7555","0.7555","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"219","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7585","0.7585","0.7585","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7565","0.7565","0.7565","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7625","0.7625","0.7625"
"220","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7585","0.7585","0.7585","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7555","0.7555","0.7555","0.759","0.759","0.759","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"221","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7585","0.7585","0.7585","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.756","0.756","0.756","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.759","0.759","0.759","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"222","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.756","0.756","0.756","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"223","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7585","0.7585","0.7585","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7555","0.7555","0.7555","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"224","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.758","0.758","0.758","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.757","0.757","0.757","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"225","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7585","0.7585","0.7585","0.758","0.758","0.758","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.758","0.758","0.758","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7555","0.7555","0.7555","0.759","0.759","0.759","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"226","0.756","0.756","0.756","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.7565","0.7565","0.7565","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.758","0.758","0.758","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"227","0.756","0.756","0.756","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7555","0.7555","0.7555","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"228","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.759","0.759","0.759","0.758","0.758","0.758","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7571666666666667","0.7571666666666667","0.7571666666666667","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"229","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7585","0.7585","0.7585","0.7585","0.7585","0.7585","0.757","0.757","0.757","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7596666666666667","0.7596666666666667","0.7596666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"230","0.756","0.756","0.756","0.759","0.759","0.759","0.758","0.758","0.758","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7595","0.7595","0.7595","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"231","0.756","0.756","0.756","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7585","0.7585","0.7585","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7596666666666667","0.7596666666666667","0.7596666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"232","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7565","0.7565","0.7565","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7558333333333334","0.7558333333333334","0.7558333333333334","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7595","0.7595","0.7595","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"233","0.756","0.756","0.756","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7565","0.7565","0.7565","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7553333333333333","0.7553333333333333","0.7553333333333333","0.7598333333333334","0.7598333333333334","0.7598333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"234","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7555","0.7555","0.7555","0.7596666666666667","0.7596666666666667","0.7596666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"235","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7585","0.7585","0.7585","0.757","0.757","0.757","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7598333333333334","0.7598333333333334","0.7598333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"236","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.7556666666666667","0.7556666666666667","0.7556666666666667","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7598333333333334","0.7598333333333334","0.7598333333333334","0.7625","0.7625","0.7625"
"237","0.756","0.756","0.756","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.756","0.756","0.756","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7596666666666667","0.7596666666666667","0.7596666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"238","0.7565","0.7565","0.7565","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.758","0.758","0.758","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7595","0.7595","0.7595","0.7625","0.7625","0.7625"
"239","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"240","0.7565","0.7565","0.7565","0.759","0.759","0.759","0.7581666666666667","0.7581666666666667","0.7581666666666667","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7583333333333333","0.7583333333333333","0.7583333333333333","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7546666666666667","0.7546666666666667","0.7546666666666667","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"241","0.7565","0.7565","0.7565","0.759","0.759","0.759","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.756","0.756","0.756","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.758","0.758","0.758","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"242","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.759","0.759","0.759","0.758","0.758","0.758","0.756","0.756","0.756","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.758","0.758","0.758","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"243","0.756","0.756","0.756","0.759","0.759","0.759","0.758","0.758","0.758","0.756","0.756","0.756","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.755","0.755","0.755","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"244","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.759","0.759","0.759","0.758","0.758","0.758","0.756","0.756","0.756","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"245","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.759","0.759","0.759","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.756","0.756","0.756","0.7588333333333334","0.7588333333333334","0.7588333333333334","0.7576666666666667","0.7576666666666667","0.7576666666666667","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.762","0.762","0.762"
"246","0.7563333333333333","0.7563333333333333","0.7563333333333333","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.7578333333333334","0.7578333333333334","0.7578333333333334","0.7565","0.7565","0.7565","0.7586666666666667","0.7586666666666667","0.7586666666666667","0.7573333333333333","0.7573333333333333","0.7573333333333333","0.7568333333333334","0.7568333333333334","0.7568333333333334","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7595","0.7595","0.7595","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"247","0.7561666666666667","0.7561666666666667","0.7561666666666667","0.7591666666666667","0.7591666666666667","0.7591666666666667","0.758","0.758","0.758","0.7566666666666667","0.7566666666666667","0.7566666666666667","0.759","0.759","0.759","0.7575","0.7575","0.7575","0.757","0.757","0.757","0.7555","0.7555","0.7555","0.7551666666666667","0.7551666666666667","0.7551666666666667","0.7593333333333333","0.7593333333333333","0.7593333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667"
