"Step","laced-sweep-11 - Average Weighted Test Accuracy","laced-sweep-11 - Average Weighted Test Accuracy__MIN","laced-sweep-11 - Average Weighted Test Accuracy__MAX","magic-sweep-10 - Average Weighted Test Accuracy","magic-sweep-10 - Average Weighted Test Accuracy__MIN","magic-sweep-10 - Average Weighted Test Accuracy__MAX","wandering-sweep-9 - Average Weighted Test Accuracy","wandering-sweep-9 - Average Weighted Test Accuracy__MIN","wandering-sweep-9 - Average Weighted Test Accuracy__MAX","glowing-sweep-8 - Average Weighted Test Accuracy","glowing-sweep-8 - Average Weighted Test Accuracy__MIN","glowing-sweep-8 - Average Weighted Test Accuracy__MAX","lucky-sweep-7 - Average Weighted Test Accuracy","lucky-sweep-7 - Average Weighted Test Accuracy__MIN","lucky-sweep-7 - Average Weighted Test Accuracy__MAX","swept-sweep-6 - Average Weighted Test Accuracy","swept-sweep-6 - Average Weighted Test Accuracy__MIN","swept-sweep-6 - Average Weighted Test Accuracy__MAX","proud-sweep-5 - Average Weighted Test Accuracy","proud-sweep-5 - Average Weighted Test Accuracy__MIN","proud-sweep-5 - Average Weighted Test Accuracy__MAX","whole-sweep-4 - Average Weighted Test Accuracy","whole-sweep-4 - Average Weighted Test Accuracy__MIN","whole-sweep-4 - Average Weighted Test Accuracy__MAX","zany-sweep-3 - Average Weighted Test Accuracy","zany-sweep-3 - Average Weighted Test Accuracy__MIN","zany-sweep-3 - Average Weighted Test Accuracy__MAX","northern-sweep-2 - Average Weighted Test Accuracy","northern-sweep-2 - Average Weighted Test Accuracy__MIN","northern-sweep-2 - Average Weighted Test Accuracy__MAX","dry-sweep-1 - Average Weighted Test Accuracy","dry-sweep-1 - Average Weighted Test Accuracy__MIN","dry-sweep-1 - Average Weighted Test Accuracy__MAX"
"91","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7615","0.7615","0.7615","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.762","0.762","0.762"
"92","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625","0.7615","0.7615","0.7615","0.7635","0.7635","0.7635","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"93","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625","0.7615","0.7615","0.7615","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.762","0.762","0.762","0.7635","0.7635","0.7635","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.765","0.765","0.765","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"94","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.764","0.764","0.764","0.762","0.762","0.762","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7645","0.7645","0.7645","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.765","0.765","0.765","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"95","0.7655","0.7655","0.7655","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.761","0.761","0.761","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"96","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.764","0.764","0.764","0.762","0.762","0.762","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"97","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7645","0.7645","0.7645","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"98","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.762","0.762","0.762","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.765","0.765","0.765","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"99","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.764","0.764","0.764","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7655","0.7655","0.7655","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.765","0.765","0.765","0.762","0.762","0.762"
"100","0.7655","0.7655","0.7655","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7615","0.7615","0.7615","0.765","0.765","0.765","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.762","0.762","0.762"
"101","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7615","0.7615","0.7615","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.762","0.762","0.762"
"102","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.764","0.764","0.764","0.762","0.762","0.762","0.7645","0.7645","0.7645","0.7615","0.7615","0.7615","0.765","0.765","0.765","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"103","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.763","0.763","0.763","0.7615","0.7615","0.7615","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"104","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7615","0.7615","0.7615","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7625","0.7625","0.7625","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"105","0.7655","0.7655","0.7655","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7615","0.7615","0.7615","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.762","0.762","0.762"
"106","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7635","0.7635","0.7635","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"107","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7635","0.7635","0.7635","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.762","0.762","0.762"
"108","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7615","0.7615","0.7615","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.762","0.762","0.762"
"109","0.7655","0.7655","0.7655","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7645","0.7645","0.7645","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7635","0.7635","0.7635","0.763","0.763","0.763","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334"
"110","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.763","0.763","0.763","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7615","0.7615","0.7615","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"111","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7611666666666667","0.7611666666666667","0.7611666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7615","0.7615","0.7615","0.7645","0.7645","0.7645","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"112","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.764","0.764","0.764","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7635","0.7635","0.7635","0.763","0.763","0.763","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"113","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7615","0.7615","0.7615","0.764","0.764","0.764","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7645","0.7645","0.7645","0.762","0.762","0.762"
"114","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.764","0.764","0.764","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7635","0.7635","0.7635","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"115","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7615","0.7615","0.7615","0.764","0.764","0.764","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.764","0.764","0.764","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7645","0.7645","0.7645","0.7615","0.7615","0.7615","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"116","0.766","0.766","0.766","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7615","0.7615","0.7615","0.764","0.764","0.764","0.7625","0.7625","0.7625","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"117","0.766","0.766","0.766","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7625","0.7625","0.7625","0.764","0.764","0.764","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.762","0.762","0.762","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7625","0.7625","0.7625"
"118","0.7661666666666667","0.7661666666666667","0.7661666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7615","0.7615","0.7615","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"119","0.766","0.766","0.766","0.7625","0.7625","0.7625","0.7615","0.7615","0.7615","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.762","0.762","0.762","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"120","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7615","0.7615","0.7615","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.762","0.762","0.762","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"121","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.765","0.765","0.765","0.7625","0.7625","0.7625"
"122","0.7655","0.7655","0.7655","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625"
"123","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7625","0.7625","0.7625","0.762","0.762","0.762","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7625","0.7625","0.7625","0.764","0.764","0.764","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.762","0.762","0.762","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"124","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7625","0.7625","0.7625","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7645","0.7645","0.7645","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"125","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.762","0.762","0.762","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7625","0.7625","0.7625","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"126","0.7655","0.7655","0.7655","0.7625","0.7625","0.7625","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.764","0.764","0.764","0.7635","0.7635","0.7635","0.7645","0.7645","0.7645","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.765","0.765","0.765","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"127","0.7655","0.7655","0.7655","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7645","0.7645","0.7645","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.765","0.765","0.765","0.7625","0.7625","0.7625"
"128","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7625","0.7625","0.7625","0.762","0.762","0.762","0.764","0.764","0.764","0.7625","0.7625","0.7625","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.765","0.765","0.765","0.7625","0.7625","0.7625"
"129","0.7655","0.7655","0.7655","0.7625","0.7625","0.7625","0.762","0.762","0.762","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7625","0.7625","0.7625","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.762","0.762","0.762","0.765","0.765","0.765","0.7625","0.7625","0.7625"
"130","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.762","0.762","0.762","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"131","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7625","0.7625","0.7625","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.763","0.763","0.763","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.765","0.765","0.765","0.7625","0.7625","0.7625"
"132","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7625","0.7625","0.7625","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.763","0.763","0.763","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"133","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.764","0.764","0.764","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7641666666666667","0.7641666666666667","0.7641666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"134","0.7655","0.7655","0.7655","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7615","0.7615","0.7615","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7645","0.7645","0.7645","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7645","0.7645","0.7645","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.765","0.765","0.765","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"135","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7615","0.7615","0.7615","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7645","0.7645","0.7645","0.763","0.763","0.763","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.762","0.762","0.762","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625"
"136","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7625","0.7625","0.7625","0.7615","0.7615","0.7615","0.7645","0.7645","0.7645","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7645","0.7645","0.7645","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"137","0.766","0.766","0.766","0.7625","0.7625","0.7625","0.7615","0.7615","0.7615","0.7645","0.7645","0.7645","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.765","0.765","0.765","0.763","0.763","0.763","0.7645","0.7645","0.7645","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"138","0.766","0.766","0.766","0.7625","0.7625","0.7625","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.765","0.765","0.765","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7646666666666667","0.7646666666666667","0.7646666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7655","0.7655","0.7655","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"139","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.762","0.762","0.762","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"140","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.762","0.762","0.762","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.765","0.765","0.765","0.763","0.763","0.763","0.765","0.765","0.765","0.7621666666666667","0.7621666666666667","0.7621666666666667","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"141","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7643333333333333","0.7643333333333333","0.7643333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.765","0.765","0.765","0.763","0.763","0.763","0.765","0.765","0.765","0.762","0.762","0.762","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334"
