"Step","vocal-sweep-11 - Average Weighted Test Accuracy","vocal-sweep-11 - Average Weighted Test Accuracy__MIN","vocal-sweep-11 - Average Weighted Test Accuracy__MAX","summer-sweep-10 - Average Weighted Test Accuracy","summer-sweep-10 - Average Weighted Test Accuracy__MIN","summer-sweep-10 - Average Weighted Test Accuracy__MAX","major-sweep-9 - Average Weighted Test Accuracy","major-sweep-9 - Average Weighted Test Accuracy__MIN","major-sweep-9 - Average Weighted Test Accuracy__MAX","solar-sweep-8 - Average Weighted Test Accuracy","solar-sweep-8 - Average Weighted Test Accuracy__MIN","solar-sweep-8 - Average Weighted Test Accuracy__MAX","usual-sweep-7 - Average Weighted Test Accuracy","usual-sweep-7 - Average Weighted Test Accuracy__MIN","usual-sweep-7 - Average Weighted Test Accuracy__MAX","sandy-sweep-6 - Average Weighted Test Accuracy","sandy-sweep-6 - Average Weighted Test Accuracy__MIN","sandy-sweep-6 - Average Weighted Test Accuracy__MAX","autumn-sweep-5 - Average Weighted Test Accuracy","autumn-sweep-5 - Average Weighted Test Accuracy__MIN","autumn-sweep-5 - Average Weighted Test Accuracy__MAX","lively-sweep-4 - Average Weighted Test Accuracy","lively-sweep-4 - Average Weighted Test Accuracy__MIN","lively-sweep-4 - Average Weighted Test Accuracy__MAX","lunar-sweep-3 - Average Weighted Test Accuracy","lunar-sweep-3 - Average Weighted Test Accuracy__MIN","lunar-sweep-3 - Average Weighted Test Accuracy__MAX","treasured-sweep-2 - Average Weighted Test Accuracy","treasured-sweep-2 - Average Weighted Test Accuracy__MIN","treasured-sweep-2 - Average Weighted Test Accuracy__MAX","sweepy-sweep-1 - Average Weighted Test Accuracy","sweepy-sweep-1 - Average Weighted Test Accuracy__MIN","sweepy-sweep-1 - Average Weighted Test Accuracy__MAX"
"108","0.5130153177004538","0.5130153177004538","0.5130153177004538","0.5128640317700454","0.5128640317700454","0.5128640317700454","0.5125047276853253","0.5125047276853253","0.5125047276853253","0.5122092473524962","0.5122092473524962","0.5122092473524962","0.5129396747352496","0.5129396747352496","0.5129396747352496","0.5130696860816945","0.5130696860816945","0.5130696860816945","0.5129633131618759","0.5129633131618759","0.5129633131618759","0.5131902420574886","0.5131902420574886","0.5131902420574886","0.5138686649016642","0.5138686649016642","0.5138686649016642","0.5133344364599093","0.5133344364599093","0.5133344364599093","0.5134928139183056","0.5134928139183056","0.5134928139183056"
"109","0.513277704236006","0.513277704236006","0.513277704236006","0.513374621785174","0.513374621785174","0.513374621785174","0.5127623865355522","0.5127623865355522","0.5127623865355522","0.512473997730711","0.512473997730711","0.512473997730711","0.5131807866868381","0.5131807866868381","0.5131807866868381","0.5131666036308623","0.5131666036308623","0.5131666036308623","0.5132233358547655","0.5132233358547655","0.5132233358547655","0.5134786308623298","0.5134786308623298","0.5134786308623298","0.5142705181543117","0.5142705181543117","0.5142705181543117","0.5133864409984872","0.5133864409984872","0.5133864409984872","0.5139395801815431","0.5139395801815431","0.5139395801815431"
"110","0.5139230332829047","0.5139230332829047","0.5139230332829047","0.5136653744326778","0.5136653744326778","0.5136653744326778","0.5130507753403933","0.5130507753403933","0.5130507753403933","0.5129940431164902","0.5129940431164902","0.5129940431164902","0.513599186838124","0.513599186838124","0.513599186838124","0.5135164523449319","0.5135164523449319","0.5135164523449319","0.513573184568835","0.513573184568835","0.513573184568835","0.513599186838124","0.513599186838124","0.513599186838124","0.514339069591528","0.514339069591528","0.514339069591528","0.5136559190620272","0.5136559190620272","0.5136559190620272","0.5143272503782148","0.5143272503782148","0.5143272503782148"
"111","0.5142019667170953","0.5142019667170953","0.5142019667170953","0.5138686649016642","0.5138686649016642","0.5138686649016642","0.5134360816944025","0.5134360816944025","0.5134360816944025","0.513483358547655","0.513483358547655","0.513483358547655","0.5137741111951588","0.5137741111951588","0.5137741111951588","0.5137221066565809","0.5137221066565809","0.5137221066565809","0.5134337178517397","0.5134337178517397","0.5134337178517397","0.5140908661119515","0.5140908661119515","0.5140908661119515","0.514660552193646","0.514660552193646","0.514660552193646","0.5139230332829047","0.5139230332829047","0.5139230332829047","0.5141901475037821","0.5141901475037821","0.5141901475037821"
"112","0.5146416414523449","0.5146416414523449","0.5146416414523449","0.514036497730711","0.514036497730711","0.514036497730711","0.5136890128593041","0.5136890128593041","0.5136890128593041","0.5136677382753404","0.5136677382753404","0.5136677382753404","0.5140814107413011","0.5140814107413011","0.5140814107413011","0.5141712367624811","0.5141712367624811","0.5141712367624811","0.5140814107413011","0.5140814107413011","0.5140814107413011","0.5141948751891074","0.5141948751891074","0.5141948751891074","0.5151758698940998","0.5151758698940998","0.5151758698940998","0.5144478063540091","0.5144478063540091","0.5144478063540091","0.5147858358547656","0.5147858358547656","0.5147858358547656"
"113","0.5147598335854765","0.5147598335854765","0.5147598335854765","0.5145021747352496","0.5145021747352496","0.5145021747352496","0.5139679462934947","0.5139679462934947","0.5139679462934947","0.5140506807866868","0.5140506807866868","0.5140506807866868","0.514518721633888","0.514518721633888","0.514518721633888","0.5144879916792738","0.5144879916792738","0.5144879916792738","0.5142468797276853","0.5142468797276853","0.5142468797276853","0.5146558245083207","0.5146558245083207","0.5146558245083207","0.5152846066565809","0.5152846066565809","0.5152846066565809","0.5147621974281392","0.5147621974281392","0.5147621974281392","0.5149418494704993","0.5149418494704993","0.5149418494704993"
"114","0.5151900529500757","0.5151900529500757","0.5151900529500757","0.5146440052950075","0.5146440052950075","0.5146440052950075","0.5141712367624811","0.5141712367624811","0.5141712367624811","0.5142468797276853","0.5142468797276853","0.5142468797276853","0.5144879916792738","0.5144879916792738","0.5144879916792738","0.5146770990922844","0.5146770990922844","0.5146770990922844","0.5145376323751891","0.5145376323751891","0.5145376323751891","0.5147291036308623","0.5147291036308623","0.5147291036308623","0.515277515128593","0.515277515128593","0.515277515128593","0.5147432866868381","0.5147432866868381","0.5147432866868381","0.5151758698940998","0.5151758698940998","0.5151758698940998"
"115","0.5153697049924357","0.5153697049924357","0.5153697049924357","0.5147314674735249","0.5147314674735249","0.5147314674735249","0.5144430786686838","0.5144430786686838","0.5144430786686838","0.514608547655068","0.514608547655068","0.514608547655068","0.515161686838124","0.515161686838124","0.515161686838124","0.5147740166414524","0.5147740166414524","0.5147740166414524","0.5146889183055976","0.5146889183055976","0.5146889183055976","0.5151522314674736","0.5151522314674736","0.5151522314674736","0.515811743570348","0.515811743570348","0.515811743570348","0.515161686838124","0.515161686838124","0.515161686838124","0.5155517208774584","0.5155517208774584","0.5155517208774584"
"116","0.5154618948562784","0.5154618948562784","0.5154618948562784","0.5149536686838124","0.5149536686838124","0.5149536686838124","0.5148354765506807","0.5148354765506807","0.5148354765506807","0.5148874810892587","0.5148874810892587","0.5148874810892587","0.5154784417549167","0.5154784417549167","0.5154784417549167","0.5150836800302572","0.5150836800302572","0.5150836800302572","0.5147409228441755","0.5147409228441755","0.5147409228441755","0.5150127647503782","0.5150127647503782","0.5150127647503782","0.5161828668683812","0.5161828668683812","0.5161828668683812","0.5152846066565809","0.5152846066565809","0.5152846066565809","0.5161119515885023","0.5161119515885023","0.5161119515885023"
"117","0.5157881051437216","0.5157881051437216","0.5157881051437216","0.5154548033282905","0.5154548033282905","0.5154548033282905","0.5151191376701967","0.5151191376701967","0.5151191376701967","0.515251512859304","0.515251512859304","0.515251512859304","0.5156580937972769","0.5156580937972769","0.5156580937972769","0.5154784417549167","0.5154784417549167","0.5154784417549167","0.5153886157337367","0.5153886157337367","0.5153886157337367","0.515554084720121","0.515554084720121","0.515554084720121","0.5162726928895612","0.5162726928895612","0.5162726928895612","0.5157124621785174","0.5157124621785174","0.5157124621785174","0.5162490544629349","0.5162490544629349","0.5162490544629349"
"118","0.5160434001512859","0.5160434001512859","0.5160434001512859","0.5158613842662633","0.5158613842662633","0.5158613842662633","0.5152207829046899","0.5152207829046899","0.5152207829046899","0.5153673411497731","0.5153673411497731","0.5153673411497731","0.5160906770045386","0.5160906770045386","0.5160906770045386","0.5157668305597579","0.5157668305597579","0.5157668305597579","0.5155493570347958","0.5155493570347958","0.5155493570347958","0.5159322995461422","0.5159322995461422","0.5159322995461422","0.5166367246596066","0.5166367246596066","0.5166367246596066","0.5161379538577913","0.5161379538577913","0.5161379538577913","0.5166509077155824","0.5166509077155824","0.5166509077155824"
"119","0.5164523449319214","0.5164523449319214","0.5164523449319214","0.5157739220877459","0.5157739220877459","0.5157739220877459","0.5157479198184569","0.5157479198184569","0.5157479198184569","0.5155777231467473","0.5155777231467473","0.5155777231467473","0.5161048600605144","0.5161048600605144","0.5161048600605144","0.5161214069591528","0.5161214069591528","0.5161214069591528","0.5161261346444781","0.5161261346444781","0.5161261346444781","0.516223052193646","0.516223052193646","0.516223052193646","0.5167714636913767","0.5167714636913767","0.5167714636913767","0.5162632375189108","0.5162632375189108","0.5162632375189108","0.5168707450832073","0.5168707450832073","0.5168707450832073"
"120","0.5166130862329803","0.5166130862329803","0.5166130862329803","0.516062310892587","0.516062310892587","0.516062310892587","0.515946482602118","0.515946482602118","0.515946482602118","0.5157290090771558","0.5157290090771558","0.5157290090771558","0.516544534795764","0.516544534795764","0.516544534795764","0.5162254160363087","0.5162254160363087","0.5162254160363087","0.5162395990922845","0.5162395990922845","0.5162395990922845","0.5162561459909228","0.5162561459909228","0.5162561459909228","0.5173435136157337","0.5173435136157337","0.5173435136157337","0.5164665279878972","0.5164665279878972","0.5164665279878972","0.5168967473524962","0.5168967473524962","0.5168967473524962"
"121","0.5168896558245083","0.5168896558245083","0.5168896558245083","0.516473619515885","0.516473619515885","0.516473619515885","0.5161048600605144","0.5161048600605144","0.5161048600605144","0.5161166792738275","0.5161166792738275","0.5161166792738275","0.5167100037821483","0.5167100037821483","0.5167100037821483","0.5161214069591528","0.5161214069591528","0.5161214069591528","0.5161875945537066","0.5161875945537066","0.5161875945537066","0.5169629349470499","0.5169629349470499","0.5169629349470499","0.5174309757942511","0.5174309757942511","0.5174309757942511","0.5165870839636914","0.5165870839636914","0.5165870839636914","0.5171520423600605","0.5171520423600605","0.5171520423600605"
"122","0.5171331316187594","0.5171331316187594","0.5171331316187594","0.5169463880484115","0.5169463880484115","0.5169463880484115","0.5162986951588502","0.5162986951588502","0.5162986951588502","0.5165256240544629","0.5165256240544629","0.5165256240544629","0.516750189107413","0.516750189107413","0.516750189107413","0.5164925302571861","0.5164925302571861","0.5164925302571861","0.516660363086233","0.516660363086233","0.516660363086233","0.5169676626323751","0.5169676626323751","0.5169676626323751","0.5175822617246596","0.5175822617246596","0.5175822617246596","0.5168778366111951","0.5168778366111951","0.5168778366111951","0.5176059001512859","0.5176059001512859","0.5176059001512859"
"123","0.5173506051437217","0.5173506051437217","0.5173506051437217","0.5169038388804841","0.5169038388804841","0.5169038388804841","0.5165539901664146","0.5165539901664146","0.5165539901664146","0.5166579992435704","0.5166579992435704","0.5166579992435704","0.5172725983358548","0.5172725983358548","0.5172725983358548","0.5169062027231468","0.5169062027231468","0.5169062027231468","0.5166934568835099","0.5166934568835099","0.5166934568835099","0.5171709531013615","0.5171709531013615","0.5171709531013615","0.5178990166414523","0.5178990166414523","0.5178990166414523","0.5171969553706506","0.5171969553706506","0.5171969553706506","0.5175373487140696","0.5175373487140696","0.5175373487140696"
"124","0.5176224470499243","0.5176224470499243","0.5176224470499243","0.5172986006051438","0.5172986006051438","0.5172986006051438","0.5169700264750379","0.5169700264750379","0.5169700264750379","0.5167430975794252","0.5167430975794252","0.5167430975794252","0.5175278933434191","0.5175278933434191","0.5175278933434191","0.517400245839637","0.517400245839637","0.517400245839637","0.517123676248109","0.517123676248109","0.517123676248109","0.517650813161876","0.517650813161876","0.517650813161876","0.5179770234493192","0.5179770234493192","0.5179770234493192","0.517419156580938","0.517419156580938","0.517419156580938","0.5183032337367625","0.5183032337367625","0.5183032337367625"
"125","0.5176295385779123","0.5176295385779123","0.5176295385779123","0.517856467473525","0.517856467473525","0.517856467473525","0.5171756807866869","0.5171756807866869","0.5171756807866869","0.5170385779122542","0.5170385779122542","0.5170385779122542","0.5175586232980333","0.5175586232980333","0.5175586232980333","0.5175066187594554","0.5175066187594554","0.5175066187594554","0.5172891452344932","0.5172891452344932","0.5172891452344932","0.5178635590015128","0.5178635590015128","0.5178635590015128","0.5183765128593041","0.5183765128593041","0.5183765128593041","0.5175751701966718","0.5175751701966718","0.5175751701966718","0.5183008698940998","0.5183008698940998","0.5183008698940998"
"126","0.518017208774584","0.518017208774584","0.518017208774584","0.5177004538577912","0.5177004538577912","0.5177004538577912","0.5176366301059001","0.5176366301059001","0.5176366301059001","0.5173009644478064","0.5173009644478064","0.5173009644478064","0.5178682866868382","0.5178682866868382","0.5178682866868382","0.5178611951588502","0.5178611951588502","0.5178611951588502","0.5180030257186081","0.5180030257186081","0.5180030257186081","0.5179321104387292","0.5179321104387292","0.5179321104387292","0.5185939863842662","0.5185939863842662","0.5185939863842662","0.5178020990922844","0.5178020990922844","0.5178020990922844","0.5186530824508321","0.5186530824508321","0.5186530824508321"
"127","0.5183859682299546","0.5183859682299546","0.5183859682299546","0.5180715771558245","0.5180715771558245","0.5180715771558245","0.5176271747352497","0.5176271747352497","0.5176271747352497","0.5174097012102874","0.5174097012102874","0.5174097012102874","0.5180668494704992","0.5180668494704992","0.5180668494704992","0.5181141263237519","0.5181141263237519","0.5181141263237519","0.518107034795764","0.518107034795764","0.518107034795764","0.5185821671709531","0.5185821671709531","0.5185821671709531","0.5189769288956128","0.5189769288956128","0.5189769288956128","0.5182843229954615","0.5182843229954615","0.5182843229954615","0.5186956316187594","0.5186956316187594","0.5186956316187594"
"128","0.5186885400907716","0.5186885400907716","0.5186885400907716","0.5186176248108926","0.5186176248108926","0.5186176248108926","0.5179415658093798","0.5179415658093798","0.5179415658093798","0.5175964447806354","0.5175964447806354","0.5175964447806354","0.5186176248108926","0.5186176248108926","0.5186176248108926","0.5183812405446293","0.5183812405446293","0.5183812405446293","0.5181803139183055","0.5181803139183055","0.5181803139183055","0.5185396180030257","0.5185396180030257","0.5185396180030257","0.5189414712556732","0.5189414712556732","0.5189414712556732","0.5184899773071104","0.5184899773071104","0.5184899773071104","0.5189036497730711","0.5189036497730711","0.5189036497730711"
"129","0.5187736384266263","0.5187736384266263","0.5187736384266263","0.518589258698941","0.518589258698941","0.518589258698941","0.5181117624810893","0.5181117624810893","0.5181117624810893","0.5183008698940998","0.5183008698940998","0.5183008698940998","0.5184214258698941","0.5184214258698941","0.5184214258698941","0.5189012859304085","0.5189012859304085","0.5189012859304085","0.5185538010590015","0.5185538010590015","0.5185538010590015","0.5189225605143721","0.5189225605143721","0.5189225605143721","0.5191211232980333","0.5191211232980333","0.5191211232980333","0.5189934757942511","0.5189934757942511","0.5189934757942511","0.5194236951588502","0.5194236951588502","0.5194236951588502"
"130","0.5191258509833585","0.5191258509833585","0.5191258509833585","0.51875","0.51875","0.51875","0.518383604387292","0.518383604387292","0.518383604387292","0.5185632564296521","0.5185632564296521","0.5185632564296521","0.5187901853252648","0.5187901853252648","0.5187901853252648","0.5189863842662632","0.5189863842662632","0.5189863842662632","0.5187830937972768","0.5187830937972768","0.5187830937972768","0.5192251323751891","0.5192251323751891","0.5192251323751891","0.5195064296520424","0.5195064296520424","0.5195064296520424","0.5191140317700453","0.5191140317700453","0.5191140317700453","0.5197286308623298","0.5197286308623298","0.5197286308623298"
"131","0.5192180408472012","0.5192180408472012","0.5192180408472012","0.5189461989409985","0.5189461989409985","0.5189461989409985","0.518768910741301","0.518768910741301","0.518768910741301","0.5184190620272314","0.5184190620272314","0.5184190620272314","0.5194426059001512","0.5194426059001512","0.5194426059001512","0.519187310892587","0.519187310892587","0.519187310892587","0.5190903933434191","0.5190903933434191","0.5190903933434191","0.5195111573373676","0.5195111573373676","0.5195111573373676","0.5196458963691377","0.5196458963691377","0.5196458963691377","0.5194166036308623","0.5194166036308623","0.5194166036308623","0.5197806354009077","0.5197806354009077","0.5197806354009077"
"132","0.519463880484115","0.519463880484115","0.519463880484115","0.5193976928895613","0.5193976928895613","0.5193976928895613","0.5190360249621785","0.5190360249621785","0.5190360249621785","0.5187429084720121","0.5187429084720121","0.5187429084720121","0.519251134644478","0.519251134644478","0.519251134644478","0.5196671709531013","0.5196671709531013","0.5196671709531013","0.5193882375189107","0.5193882375189107","0.5193882375189107","0.5198539145234493","0.5198539145234493","0.5198539145234493","0.5201257564296521","0.5201257564296521","0.5201257564296521","0.5197026285930408","0.5197026285930408","0.5197026285930408","0.5199295574886535","0.5199295574886535","0.5199295574886535"
"133","0.5197900907715582","0.5197900907715582","0.5197900907715582","0.5199626512859304","0.5199626512859304","0.5199626512859304","0.5191636724659606","0.5191636724659606","0.5191636724659606","0.5189178328290469","0.5189178328290469","0.5189178328290469","0.5195064296520424","0.5195064296520424","0.5195064296520424","0.5196222579425114","0.5196222579425114","0.5196222579425114","0.5196340771558245","0.5196340771558245","0.5196340771558245","0.5199461043872919","0.5199461043872919","0.5199461043872919","0.5199721066565809","0.5199721066565809","0.5199721066565809","0.5199602874432677","0.5199602874432677","0.5199602874432677","0.5202510400907716","0.5202510400907716","0.5202510400907716"
"134","0.5197262670196672","0.5197262670196672","0.5197262670196672","0.5195868003025719","0.5195868003025719","0.5195868003025719","0.5194709720121029","0.5194709720121029","0.5194709720121029","0.5193504160363086","0.5193504160363086","0.5193504160363086","0.5196198940998488","0.5196198940998488","0.5196198940998488","0.5199271936459909","0.5199271936459909","0.5199271936459909","0.5196388048411498","0.5196388048411498","0.5196388048411498","0.52008793494705","0.52008793494705","0.52008793494705","0.5203692322239032","0.5203692322239032","0.5203692322239032","0.5201990355521936","0.5201990355521936","0.5201990355521936","0.5207143532526475","0.5207143532526475","0.5207143532526475"
"135","0.5198562783661119","0.5198562783661119","0.5198562783661119","0.5200855711043872","0.5200855711043872","0.5200855711043872","0.5194969742813919","0.5194969742813919","0.5194969742813919","0.519643532526475","0.519643532526475","0.519643532526475","0.5202392208774584","0.5202392208774584","0.5202392208774584","0.5202203101361573","0.5202203101361573","0.5202203101361573","0.5200028366111952","0.5200028366111952","0.5200028366111952","0.520383415279879","0.520383415279879","0.520383415279879","0.520742719364599","0.520742719364599","0.520742719364599","0.5203266830559758","0.5203266830559758","0.5203266830559758","0.5206907148260211","0.5206907148260211","0.5206907148260211"
"136","0.5202013993948563","0.5202013993948563","0.5202013993948563","0.5203810514372164","0.5203810514372164","0.5203810514372164","0.5200406580937973","0.5200406580937973","0.5200406580937973","0.5199248298033283","0.5199248298033283","0.5199248298033283","0.5203361384266263","0.5203361384266263","0.5203361384266263","0.5204046898638427","0.5204046898638427","0.5204046898638427","0.5203006807866868","0.5203006807866868","0.5203006807866868","0.5206623487140696","0.5206623487140696","0.5206623487140696","0.5208561838124054","0.5208561838124054","0.5208561838124054","0.5205016074130105","0.5205016074130105","0.5205016074130105","0.5208514561270802","0.5208514561270802","0.5208514561270802"
"137","0.520364504538578","0.520364504538578","0.520364504538578","0.5205394288956127","0.5205394288956127","0.5205394288956127","0.5200855711043872","0.5200855711043872","0.5200855711043872","0.519965015128593","0.519965015128593","0.519965015128593","0.5207663577912254","0.5207663577912254","0.5207663577912254","0.5206292549167927","0.5206292549167927","0.5206292549167927","0.520293589258699","0.520293589258699","0.520293589258699","0.5207687216338881","0.5207687216338881","0.5207687216338881","0.5211516641452345","0.5211516641452345","0.5211516641452345","0.5207710854765507","0.5207710854765507","0.5207710854765507","0.5211658472012103","0.5211658472012103","0.5211658472012103"
"138","0.5205512481089258","0.5205512481089258","0.5205512481089258","0.5205536119515886","0.5205536119515886","0.5205536119515886","0.5204968797276853","0.5204968797276853","0.5204968797276853","0.5201612140695915","0.5201612140695915","0.5201612140695915","0.5207450832072618","0.5207450832072618","0.5207450832072618","0.5207048978819969","0.5207048978819969","0.5207048978819969","0.5205914334341907","0.5205914334341907","0.5205914334341907","0.5211280257186082","0.5211280257186082","0.5211280257186082","0.5213076777609682","0.5213076777609682","0.5213076777609682","0.5211587556732223","0.5211587556732223","0.5211587556732223","0.5211894856278366","0.5211894856278366","0.5211894856278366"
"139","0.5210736573373677","0.5210736573373677","0.5210736573373677","0.5208821860816945","0.5208821860816945","0.5208821860816945","0.5207356278366112","0.5207356278366112","0.5207356278366112","0.5204496028744326","0.5204496028744326","0.5204496028744326","0.5210736573373677","0.5210736573373677","0.5210736573373677","0.5209389183055976","0.5209389183055976","0.5209389183055976","0.520910552193646","0.520910552193646","0.520910552193646","0.5212651285930409","0.5212651285930409","0.5212651285930409","0.5214305975794251","0.5214305975794251","0.5214305975794251","0.5212367624810893","0.5212367624810893","0.5212367624810893","0.5217095310136157","0.5217095310136157","0.5217095310136157"
"140","0.5212674924357035","0.5212674924357035","0.5212674924357035","0.5211563918305597","0.5211563918305597","0.5211563918305597","0.5209081883509834","0.5209081883509834","0.5209081883509834","0.5205536119515886","0.5205536119515886","0.5205536119515886","0.5215015128593041","0.5215015128593041","0.5215015128593041","0.5209601928895613","0.5209601928895613","0.5209601928895613","0.5210216527987898","0.5210216527987898","0.5210216527987898","0.5216149773071105","0.5216149773071105","0.5216149773071105","0.5217426248108926","0.5217426248108926","0.5217426248108926","0.5212604009077156","0.5212604009077156","0.5212604009077156","0.5220239220877458","0.5220239220877458","0.5220239220877458"
"141","0.5212911308623298","0.5212911308623298","0.5212911308623298","0.5215227874432677","0.5215227874432677","0.5215227874432677","0.5209791036308623","0.5209791036308623","0.5209791036308623","0.5208183623298033","0.5208183623298033","0.5208183623298033","0.5214211422087746","0.5214211422087746","0.5214211422087746","0.5211445726172466","0.5211445726172466","0.5211445726172466","0.5213975037821482","0.5213975037821482","0.5213975037821482","0.5217686270801816","0.5217686270801816","0.5217686270801816","0.5218679084720121","0.5218679084720121","0.5218679084720121","0.521714258698941","0.521714258698941","0.521714258698941","0.5219151853252647","0.5219151853252647","0.5219151853252647"
"142","0.521643343419062","0.521643343419062","0.521643343419062","0.5215937027231468","0.5215937027231468","0.5215937027231468","0.5212485816944025","0.5212485816944025","0.5212485816944025","0.5209318267776096","0.5209318267776096","0.5209318267776096","0.5217828101361573","0.5217828101361573","0.5217828101361573","0.5217000756429652","0.5217000756429652","0.5217000756429652","0.5215606089258699","0.5215606089258699","0.5215606089258699","0.5218277231467473","0.5218277231467473","0.5218277231467473","0.5220853819969743","0.5220853819969743","0.5220853819969743","0.5217638993948562","0.5217638993948562","0.5217638993948562","0.5222839447806354","0.5222839447806354","0.5222839447806354"
"143","0.5220711989409985","0.5220711989409985","0.5220711989409985","0.5217875378214826","0.5217875378214826","0.5217875378214826","0.5213360438729198","0.5213360438729198","0.5213360438729198","0.5212462178517397","0.5212462178517397","0.5212462178517397","0.5220073751891074","0.5220073751891074","0.5220073751891074","0.5218608169440242","0.5218608169440242","0.5218608169440242","0.5218655446293494","0.5218655446293494","0.5218655446293494","0.5219837367624811","0.5219837367624811","0.5219837367624811","0.5222650340393343","0.5222650340393343","0.5222650340393343","0.5221728441754917","0.5221728441754917","0.5221728441754917","0.5221562972768532","0.5221562972768532","0.5221562972768532"
"144","0.522080654311649","0.522080654311649","0.522080654311649","0.5220499243570348","0.5220499243570348","0.5220499243570348","0.5214731467473525","0.5214731467473525","0.5214731467473525","0.5215109682299546","0.5215109682299546","0.5215109682299546","0.5220215582450832","0.5220215582450832","0.5220215582450832","0.5220475605143722","0.5220475605143722","0.5220475605143722","0.5219719175491679","0.5219719175491679","0.5219719175491679","0.5222910363086233","0.5222910363086233","0.5222910363086233","0.5222390317700454","0.5222390317700454","0.5222390317700454","0.5221373865355522","0.5221373865355522","0.5221373865355522","0.5227661686838124","0.5227661686838124","0.5227661686838124"
"145","0.5221752080181543","0.5221752080181543","0.5221752080181543","0.5221681164901664","0.5221681164901664","0.5221681164901664","0.5218939107413011","0.5218939107413011","0.5218939107413011","0.5216504349470499","0.5216504349470499","0.5216504349470499","0.5222130295007564","0.5222130295007564","0.5222130295007564","0.5221988464447807","0.5221988464447807","0.5221988464447807","0.5220972012102875","0.5220972012102875","0.5220972012102875","0.5226290658093797","0.5226290658093797","0.5226290658093797","0.5226125189107413","0.5226125189107413","0.5226125189107413","0.5222886724659607","0.5222886724659607","0.5222886724659607","0.5227543494704993","0.5227543494704993","0.5227543494704993"
"146","0.5224635968229955","0.5224635968229955","0.5224635968229955","0.5222934001512859","0.5222934001512859","0.5222934001512859","0.5222603063540091","0.5222603063540091","0.5222603063540091","0.5220404689863842","0.5220404689863842","0.5220404689863842","0.522562878214826","0.522562878214826","0.522562878214826","0.522614882753404","0.522614882753404","0.522614882753404","0.5224895990922844","0.5224895990922844","0.5224895990922844","0.5228559947049924","0.5228559947049924","0.5228559947049924","0.5228607223903177","0.5228607223903177","0.5228607223903177","0.5227188918305598","0.5227188918305598","0.5227188918305598","0.5231467473524962","0.5231467473524962","0.5231467473524962"
"147","0.5225557866868381","0.5225557866868381","0.5225557866868381","0.5224352307110439","0.5224352307110439","0.5224352307110439","0.5222130295007564","0.5222130295007564","0.5222130295007564","0.5221279311649016","0.5221279311649016","0.5221279311649016","0.5228418116490167","0.5228418116490167","0.5228418116490167","0.5226030635400908","0.5226030635400908","0.5226030635400908","0.522402136913767","0.522402136913767","0.522402136913767","0.5229670953101362","0.5229670953101362","0.5229670953101362","0.5231302004538578","0.5231302004538578","0.5231302004538578","0.5230025529500757","0.5230025529500757","0.5230025529500757","0.5232271180030257","0.5232271180030257","0.5232271180030257"
"148","0.5230498298033283","0.5230498298033283","0.5230498298033283","0.5229647314674736","0.5229647314674736","0.5229647314674736","0.5226527042360061","0.5226527042360061","0.5226527042360061","0.5221090204236006","0.5221090204236006","0.5221090204236006","0.5229269099848715","0.5229269099848715","0.5229269099848715","0.5228465393343419","0.5228465393343419","0.5228465393343419","0.5225416036308623","0.5225416036308623","0.5225416036308623","0.5229600037821482","0.5229600037821482","0.5229600037821482","0.5233453101361574","0.5233453101361574","0.5233453101361574","0.5228323562783661","0.5228323562783661","0.5228323562783661","0.5235486006051437","0.5235486006051437","0.5235486006051437"
"149","0.5229410930408472","0.5229410930408472","0.5229410930408472","0.522974186838124","0.522974186838124","0.522974186838124","0.5227259833585477","0.5227259833585477","0.5227259833585477","0.5225203290468986","0.5225203290468986","0.5225203290468986","0.523090015128593","0.523090015128593","0.523090015128593","0.5231254727685325","0.5231254727685325","0.5231254727685325","0.5231703857791226","0.5231703857791226","0.5231703857791226","0.5232673033282905","0.5232673033282905","0.5232673033282905","0.5233854954614221","0.5233854954614221","0.5233854954614221","0.5232129349470499","0.5232129349470499","0.5232129349470499","0.523366584720121","0.523366584720121","0.523366584720121"
"150","0.52325784795764","0.52325784795764","0.52325784795764","0.5229718229954614","0.5229718229954614","0.5229718229954614","0.5227378025718609","0.5227378025718609","0.5227378025718609","0.5226125189107413","0.5226125189107413","0.5226125189107413","0.5233051248108926","0.5233051248108926","0.5233051248108926","0.5230758320726172","0.5230758320726172","0.5230758320726172","0.5233925869894099","0.5233925869894099","0.5233925869894099","0.5235013237518911","0.5235013237518911","0.5235013237518911","0.5235580559757943","0.5235580559757943","0.5235580559757943","0.5234469553706506","0.5234469553706506","0.5234469553706506","0.5238157148260212","0.5238157148260212","0.5238157148260212"
"151","0.5236549735249622","0.5236549735249622","0.5236549735249622","0.5231302004538578","0.5231302004538578","0.5231302004538578","0.522884360816944","0.522884360816944","0.522884360816944","0.5229647314674736","0.5229647314674736","0.5229647314674736","0.52361715204236","0.52361715204236","0.52361715204236","0.5233453101361574","0.5233453101361574","0.5233453101361574","0.523430408472012","0.523430408472012","0.523430408472012","0.5239362708018155","0.5239362708018155","0.5239362708018155","0.5236762481089259","0.5236762481089259","0.5236762481089259","0.5236597012102875","0.5236597012102875","0.5236597012102875","0.5241111951588502","0.5241111951588502","0.5241111951588502"
