"Step","fluent-sweep-11 - Average User Test Accuracy","fluent-sweep-11 - Average User Test Accuracy__MIN","fluent-sweep-11 - Average User Test Accuracy__MAX","vital-sweep-10 - Average User Test Accuracy","vital-sweep-10 - Average User Test Accuracy__MIN","vital-sweep-10 - Average User Test Accuracy__MAX","rich-sweep-9 - Average User Test Accuracy","rich-sweep-9 - Average User Test Accuracy__MIN","rich-sweep-9 - Average User Test Accuracy__MAX","stellar-sweep-8 - Average User Test Accuracy","stellar-sweep-8 - Average User Test Accuracy__MIN","stellar-sweep-8 - Average User Test Accuracy__MAX","cool-sweep-7 - Average User Test Accuracy","cool-sweep-7 - Average User Test Accuracy__MIN","cool-sweep-7 - Average User Test Accuracy__MAX","cerulean-sweep-6 - Average User Test Accuracy","cerulean-sweep-6 - Average User Test Accuracy__MIN","cerulean-sweep-6 - Average User Test Accuracy__MAX","blooming-sweep-5 - Average User Test Accuracy","blooming-sweep-5 - Average User Test Accuracy__MIN","blooming-sweep-5 - Average User Test Accuracy__MAX","lively-sweep-4 - Average User Test Accuracy","lively-sweep-4 - Average User Test Accuracy__MIN","lively-sweep-4 - Average User Test Accuracy__MAX","dashing-sweep-3 - Average User Test Accuracy","dashing-sweep-3 - Average User Test Accuracy__MIN","dashing-sweep-3 - Average User Test Accuracy__MAX","northern-sweep-2 - Average User Test Accuracy","northern-sweep-2 - Average User Test Accuracy__MIN","northern-sweep-2 - Average User Test Accuracy__MAX","denim-sweep-1 - Average User Test Accuracy","denim-sweep-1 - Average User Test Accuracy__MIN","denim-sweep-1 - Average User Test Accuracy__MAX"
"76","0.7269551366468185","0.7269551366468185","0.7269551366468185","0.7271154402601236","0.7271154402601236","0.7271154402601236","0.7266475265142689","0.7266475265142689","0.7266475265142689","0.7275090522598979","0.7275090522598979","0.7275090522598979","0.7259601590014843","0.7259601590014843","0.7259601590014843","0.7276172515343964","0.7276172515343964","0.7276172515343964","0.7267657337521212","0.7267657337521212","0.7267657337521212","0.7272259155275479","0.7272259155275479","0.7272259155275479","0.7269164820284698","0.7269164820284698","0.7269164820284698","0.7268354233600465","0.7268354233600465","0.7268354233600465","0.7270109724139014","0.7270109724139014","0.7270109724139014"
"77","0.7275408130762078","0.7275408130762078","0.7275408130762078","0.7274137734189503","0.7274137734189503","0.7274137734189503","0.7271805806721267","0.7271805806721267","0.7271805806721267","0.7279279211961815","0.7279279211961815","0.7279279211961815","0.7265695827722066","0.7265695827722066","0.7265695827722066","0.7280317239510464","0.7280317239510464","0.7280317239510464","0.7272624144169342","0.7272624144169342","0.7272624144169342","0.7277304562714523","0.7277304562714523","0.7277304562714523","0.7274981919415503","0.7274981919415503","0.7274981919415503","0.7272066679797695","0.7272066679797695","0.7272066679797695","0.7273939385021676","0.7273939385021676","0.7273939385021676"
"78","0.7280211357103336","0.7280211357103336","0.7280211357103336","0.7278213723235739","0.7278213723235739","0.7278213723235739","0.7275684943151889","0.7275684943151889","0.7275684943151889","0.7283147618797047","0.7283147618797047","0.7283147618797047","0.7267724218667481","0.7267724218667481","0.7267724218667481","0.7284558144284116","0.7284558144284116","0.7284558144284116","0.7278294309418626","0.7278294309418626","0.7278294309418626","0.7282487316106974","0.7282487316106974","0.7282487316106974","0.7279761111515417","0.7279761111515417","0.7279761111515417","0.7277308668702972","0.7277308668702972","0.7277308668702972","0.7277733286291347","0.7277733286291347","0.7277733286291347"
"79","0.7284885440426633","0.7284885440426633","0.7284885440426633","0.7281133405247652","0.7281133405247652","0.7281133405247652","0.7280283498231533","0.7280283498231533","0.7280283498231533","0.7288743814012465","0.7288743814012465","0.7288743814012465","0.72722015933801","0.72722015933801","0.72722015933801","0.7289320531051833","0.7289320531051833","0.7289320531051833","0.7280791593152528","0.7280791593152528","0.7280791593152528","0.7287267114825802","0.7287267114825802","0.7287267114825802","0.7285065745808417","0.7285065745808417","0.7285065745808417","0.7281859695360282","0.7281859695360282","0.7281859695360282","0.7282117567479748","0.7282117567479748","0.7282117567479748"
"80","0.7291229015250669","0.7291229015250669","0.7291229015250669","0.7285650790183297","0.7285650790183297","0.7285650790183297","0.7284268381860793","0.7284268381860793","0.7284268381860793","0.7291850543454975","0.7291850543454975","0.7291850543454975","0.727637707538265","0.727637707538265","0.727637707538265","0.729352077526407","0.729352077526407","0.729352077526407","0.7286838132940494","0.7286838132940494","0.7286838132940494","0.7292764931083089","0.7292764931083089","0.7292764931083089","0.7289924168638104","0.7289924168638104","0.7289924168638104","0.7284898983905488","0.7284898983905488","0.7284898983905488","0.7284240443051535","0.7284240443051535","0.7284240443051535"
"81","0.7295190406353276","0.7295190406353276","0.7295190406353276","0.7291816430447569","0.7291816430447569","0.7291816430447569","0.7288529289443206","0.7288529289443206","0.7288529289443206","0.7296061549099302","0.7296061549099302","0.7296061549099302","0.7279713576818535","0.7279713576818535","0.7279713576818535","0.7297531144744872","0.7297531144744872","0.7297531144744872","0.7291163756082878","0.7291163756082878","0.7291163756082878","0.7297606149616258","0.7297606149616258","0.7297606149616258","0.7294616294152618","0.7294616294152618","0.7294616294152618","0.7288068133463246","0.7288068133463246","0.7288068133463246","0.728883579937222","0.728883579937222","0.728883579937222"
"82","0.729791195474588","0.729791195474588","0.729791195474588","0.7295967060339489","0.7295967060339489","0.7295967060339489","0.7291917487239395","0.7291917487239395","0.7291917487239395","0.7300016612332157","0.7300016612332157","0.7300016612332157","0.7283797564460812","0.7283797564460812","0.7283797564460812","0.7300786292350689","0.7300786292350689","0.7300786292350689","0.7294417762195926","0.7294417762195926","0.7294417762195926","0.7299812632657418","0.7299812632657418","0.7299812632657418","0.7298823494386266","0.7298823494386266","0.7298823494386266","0.7291173596190265","0.7291173596190265","0.7291173596190265","0.7291560513907772","0.7291560513907772","0.7291560513907772"
"83","0.7302927167773892","0.7302927167773892","0.7302927167773892","0.7300211536818322","0.7300211536818322","0.7300211536818322","0.7295778647434535","0.7295778647434535","0.7295778647434535","0.7304808064615966","0.7304808064615966","0.7304808064615966","0.7289435576157524","0.7289435576157524","0.7289435576157524","0.7304792625848502","0.7304792625848502","0.7304792625848502","0.7297371668728793","0.7297371668728793","0.7297371668728793","0.7303997430135065","0.7303997430135065","0.7303997430135065","0.7302352413506241","0.7302352413506241","0.7302352413506241","0.7296169035900739","0.7296169035900739","0.7296169035900739","0.7297679632180893","0.7297679632180893","0.7297679632180893"
"84","0.7305676303411189","0.7305676303411189","0.7305676303411189","0.7302923303022261","0.7302923303022261","0.7302923303022261","0.7299400577210452","0.7299400577210452","0.7299400577210452","0.7308538992863647","0.7308538992863647","0.7308538992863647","0.729526199316208","0.729526199316208","0.729526199316208","0.7308357307710555","0.7308357307710555","0.7308357307710555","0.7303075146637164","0.7303075146637164","0.7303075146637164","0.7308340102608708","0.7308340102608708","0.7308340102608708","0.7305651810346452","0.7305651810346452","0.7305651810346452","0.7301643013946955","0.7301643013946955","0.7301643013946955","0.7302290370277357","0.7302290370277357","0.7302290370277357"
"85","0.7309313059087642","0.7309313059087642","0.7309313059087642","0.7307645255974328","0.7307645255974328","0.7307645255974328","0.7303733455502774","0.7303733455502774","0.7303733455502774","0.7311592294995789","0.7311592294995789","0.7311592294995789","0.7299628990086466","0.7299628990086466","0.7299628990086466","0.7312569946510012","0.7312569946510012","0.7312569946510012","0.7308044921161042","0.7308044921161042","0.7308044921161042","0.731295278452399","0.731295278452399","0.731295278452399","0.73090908388141","0.73090908388141","0.73090908388141","0.7306733659790895","0.7306733659790895","0.7306733659790895","0.7304849911599733","0.7304849911599733","0.7304849911599733"
"86","0.7314008076516708","0.7314008076516708","0.7314008076516708","0.7311225505760833","0.7311225505760833","0.7311225505760833","0.7308364135092684","0.7308364135092684","0.7308364135092684","0.7314738926999791","0.7314738926999791","0.7314738926999791","0.7304373080577755","0.7304373080577755","0.7304373080577755","0.7315815131424807","0.7315815131424807","0.7315815131424807","0.7312089210175101","0.7312089210175101","0.7312089210175101","0.7316640527055106","0.7316640527055106","0.7316640527055106","0.7311790391259493","0.7311790391259493","0.7311790391259493","0.7309340317065668","0.7309340317065668","0.7309340317065668","0.7309959672873925","0.7309959672873925","0.7309959672873925"
"87","0.7318308076472608","0.7318308076472608","0.7318308076472608","0.7316658073703954","0.7316658073703954","0.7316658073703954","0.7311992994917295","0.7311992994917295","0.7311992994917295","0.7318944341663213","0.7318944341663213","0.7318944341663213","0.7308066329579279","0.7308066329579279","0.7308066329579279","0.7320156248119166","0.7320156248119166","0.7320156248119166","0.7315324329944692","0.7315324329944692","0.7315324329944692","0.7320783233536992","0.7320783233536992","0.7320783233536992","0.7314908261361411","0.7314908261361411","0.7314908261361411","0.7312589898490831","0.7312589898490831","0.7312589898490831","0.7313737643643784","0.7313737643643784","0.7313737643643784"
"88","0.7321471034803756","0.7321471034803756","0.7321471034803756","0.7320301541415218","0.7320301541415218","0.7320301541415218","0.7315956771121315","0.7315956771121315","0.7315956771121315","0.7324618618429313","0.7324618618429313","0.7324618618429313","0.731234894503195","0.731234894503195","0.731234894503195","0.7323939832943769","0.7323939832943769","0.7323939832943769","0.7318923703760318","0.7318923703760318","0.7318923703760318","0.7323939518432567","0.7323939518432567","0.7323939518432567","0.7319527847872025","0.7319527847872025","0.7319527847872025","0.7317718538587015","0.7317718538587015","0.7317718538587015","0.731781548643083","0.731781548643083","0.731781548643083"
"89","0.7324988581703372","0.7324988581703372","0.7324988581703372","0.7324076787270057","0.7324076787270057","0.7324076787270057","0.7319665010286946","0.7319665010286946","0.7319665010286946","0.7329216722408031","0.7329216722408031","0.7329216722408031","0.7315748999294601","0.7315748999294601","0.7315748999294601","0.7327236964900499","0.7327236964900499","0.7327236964900499","0.7322566030354334","0.7322566030354334","0.7322566030354334","0.7326166378873765","0.7326166378873765","0.7326166378873765","0.7324019354760308","0.7324019354760308","0.7324019354760308","0.7323003479019128","0.7323003479019128","0.7323003479019128","0.7321997437217429","0.7321997437217429","0.7321997437217429"
"90","0.7329945390133585","0.7329945390133585","0.7329945390133585","0.7327608563037528","0.7327608563037528","0.7327608563037528","0.7322431889727161","0.7322431889727161","0.7322431889727161","0.7333277284509228","0.7333277284509228","0.7333277284509228","0.7320570162271243","0.7320570162271243","0.7320570162271243","0.7331345055085039","0.7331345055085039","0.7331345055085039","0.7325921324006142","0.7325921324006142","0.7325921324006142","0.7332696305684947","0.7332696305684947","0.7332696305684947","0.7325702728575337","0.7325702728575337","0.7325702728575337","0.7325476199886419","0.7325476199886419","0.7325476199886419","0.7326143782052704","0.7326143782052704","0.7326143782052704"
"91","0.73347294103294","0.73347294103294","0.73347294103294","0.733028870663274","0.733028870663274","0.733028870663274","0.732518527206835","0.732518527206835","0.732518527206835","0.7337214767471013","0.7337214767471013","0.7337214767471013","0.7324411722007672","0.7324411722007672","0.7324411722007672","0.7336972718741367","0.7336972718741367","0.7336972718741367","0.7328849406201569","0.7328849406201569","0.7328849406201569","0.7335537798980782","0.7335537798980782","0.7335537798980782","0.7329097188817103","0.7329097188817103","0.7329097188817103","0.733022286796172","0.733022286796172","0.733022286796172","0.7330171422564559","0.7330171422564559","0.7330171422564559"
"92","0.7338896330156272","0.7338896330156272","0.7338896330156272","0.733252052148624","0.733252052148624","0.733252052148624","0.732877821896537","0.732877821896537","0.732877821896537","0.7340664129976991","0.7340664129976991","0.7340664129976991","0.7329162036200342","0.7329162036200342","0.7329162036200342","0.7339065905710805","0.7339065905710805","0.7339065905710805","0.7334037812059068","0.7334037812059068","0.7334037812059068","0.7338378742004792","0.7338378742004792","0.7338378742004792","0.733189481405289","0.733189481405289","0.733189481405289","0.7333966335465614","0.7333966335465614","0.7333966335465614","0.7333993157907649","0.7333993157907649","0.7333993157907649"
"93","0.7342612555362258","0.7342612555362258","0.7342612555362258","0.7336426518736817","0.7336426518736817","0.7336426518736817","0.7332591891013016","0.7332591891013016","0.7332591891013016","0.7344262563364284","0.7344262563364284","0.7344262563364284","0.7332351975957154","0.7332351975957154","0.7332351975957154","0.7343010097294417","0.7343010097294417","0.7343010097294417","0.7337962497312861","0.7337962497312861","0.7337962497312861","0.7340751048626447","0.7340751048626447","0.7340751048626447","0.733559580170231","0.733559580170231","0.733559580170231","0.7335655262556889","0.7335655262556889","0.7335655262556889","0.733680353527532","0.733680353527532","0.733680353527532"
"94","0.7346154390987005","0.7346154390987005","0.7346154390987005","0.7341374133566043","0.7341374133566043","0.7341374133566043","0.7335097536262005","0.7335097536262005","0.7335097536262005","0.7347630697690772","0.7347630697690772","0.7347630697690772","0.7335959473581268","0.7335959473581268","0.7335959473581268","0.734652602634339","0.734652602634339","0.734652602634339","0.7340966555631774","0.7340966555631774","0.7340966555631774","0.7344518708134813","0.7344518708134813","0.7344518708134813","0.734026084846614","0.734026084846614","0.734026084846614","0.7339143727424566","0.7339143727424566","0.7339143727424566","0.7341999973390635","0.7341999973390635","0.7341999973390635"
"95","0.7349422983277202","0.7349422983277202","0.7349422983277202","0.7344787339293155","0.7344787339293155","0.7344787339293155","0.7338845167456586","0.7338845167456586","0.7338845167456586","0.7350995411800453","0.7350995411800453","0.7350995411800453","0.7338663085597642","0.7338663085597642","0.7338663085597642","0.7350256100658141","0.7350256100658141","0.7350256100658141","0.7343021932777893","0.7343021932777893","0.7343021932777893","0.7349515131312319","0.7349515131312319","0.7349515131312319","0.7344114120955969","0.7344114120955969","0.7344114120955969","0.7341374925870681","0.7341374925870681","0.7341374925870681","0.7347381512667084","0.7347381512667084","0.7347381512667084"
"96","0.7352684564197971","0.7352684564197971","0.7352684564197971","0.7348721637032688","0.7348721637032688","0.7348721637032688","0.7343406887275483","0.7343406887275483","0.7343406887275483","0.735430886577235","0.735430886577235","0.735430886577235","0.7341381892797786","0.7341381892797786","0.7341381892797786","0.735383525442255","0.735383525442255","0.735383525442255","0.7347811475289551","0.7347811475289551","0.7347811475289551","0.7353009985339589","0.7353009985339589","0.7353009985339589","0.7347350709391619","0.7347350709391619","0.7347350709391619","0.734603102860568","0.734603102860568","0.734603102860568","0.7351437904740857","0.7351437904740857","0.7351437904740857"
"97","0.7356363029942534","0.7356363029942534","0.7356363029942534","0.735165342502525","0.735165342502525","0.735165342502525","0.7347606258596687","0.7347606258596687","0.7347606258596687","0.7358596894047974","0.7358596894047974","0.7358596894047974","0.7346252992958113","0.7346252992958113","0.7346252992958113","0.7356357268421523","0.7356357268421523","0.7356357268421523","0.7350858065714061","0.7350858065714061","0.7350858065714061","0.7355753225073453","0.7355753225073453","0.7355753225073453","0.7350279346182214","0.7350279346182214","0.7350279346182214","0.7349122971509762","0.7349122971509762","0.7349122971509762","0.7354328449711768","0.7354328449711768","0.7354328449711768"
"98","0.735976409159788","0.735976409159788","0.735976409159788","0.735463426531417","0.735463426531417","0.735463426531417","0.7351560331631263","0.7351560331631263","0.7351560331631263","0.7361568755387595","0.7361568755387595","0.7361568755387595","0.7350747021327887","0.7350747021327887","0.7350747021327887","0.7359482619773104","0.7359482619773104","0.7359482619773104","0.7354410087391038","0.7354410087391038","0.7354410087391038","0.7359243486800484","0.7359243486800484","0.7359243486800484","0.7352884083847677","0.7352884083847677","0.7352884083847677","0.7353062435604599","0.7353062435604599","0.7353062435604599","0.7357074424210124","0.7357074424210124","0.7357074424210124"
"99","0.7362643527535745","0.7362643527535745","0.7362643527535745","0.7358624370458678","0.7358624370458678","0.7358624370458678","0.7354418005189284","0.7354418005189284","0.7354418005189284","0.7364857228193552","0.7364857228193552","0.7364857228193552","0.7353623916819264","0.7353623916819264","0.7353623916819264","0.7362456612224295","0.7362456612224295","0.7362456612224295","0.7356898808187975","0.7356898808187975","0.7356898808187975","0.7362350909616335","0.7362350909616335","0.7362350909616335","0.7357372033888672","0.7357372033888672","0.7357372033888672","0.7356547827282239","0.7356547827282239","0.7356547827282239","0.7359552828345413","0.7359552828345413","0.7359552828345413"
"100","0.7365823931749687","0.7365823931749687","0.7365823931749687","0.7360477368841094","0.7360477368841094","0.7360477368841094","0.7358946499816887","0.7358946499816887","0.7358946499816887","0.7368308184574589","0.7368308184574589","0.7368308184574589","0.735654546602127","0.735654546602127","0.735654546602127","0.736385558375902","0.736385558375902","0.736385558375902","0.7361190539206368","0.7361190539206368","0.7361190539206368","0.7364718591160193","0.7364718591160193","0.7364718591160193","0.7360544810955563","0.7360544810955563","0.7360544810955563","0.7359790393109445","0.7359790393109445","0.7359790393109445","0.7363008319427788","0.7363008319427788","0.7363008319427788"
"101","0.7370321659239122","0.7370321659239122","0.7370321659239122","0.7365384557115244","0.7365384557115244","0.7365384557115244","0.7362109930805292","0.7362109930805292","0.7362109930805292","0.7371257596867523","0.7371257596867523","0.7371257596867523","0.735924012837637","0.735924012837637","0.735924012837637","0.7367514787075918","0.7367514787075918","0.7367514787075918","0.7364126288453084","0.7364126288453084","0.7364126288453084","0.7368027520858151","0.7368027520858151","0.7368027520858151","0.7363923271598798","0.7363923271598798","0.7363923271598798","0.7362778142483315","0.7362778142483315","0.7362778142483315","0.736514751984784","0.736514751984784","0.736514751984784"
"102","0.7372032243150356","0.7372032243150356","0.7372032243150356","0.736831223261455","0.736831223261455","0.736831223261455","0.7365085139874324","0.7365085139874324","0.7365085139874324","0.7374846119292635","0.7374846119292635","0.7374846119292635","0.7362068967499217","0.7362068967499217","0.7362068967499217","0.7371564577683866","0.7371564577683866","0.7371564577683866","0.7368085225566354","0.7368085225566354","0.7368085225566354","0.7372167924954796","0.7372167924954796","0.7372167924954796","0.7365942039854468","0.7365942039854468","0.7365942039854468","0.7365199500678327","0.7365199500678327","0.7365199500678327","0.7368717499828181","0.7368717499828181","0.7368717499828181"
"103","0.7376016030162771","0.7376016030162771","0.7376016030162771","0.7372132852279818","0.7372132852279818","0.7372132852279818","0.7368509124741355","0.7368509124741355","0.7368509124741355","0.7377965102826215","0.7377965102826215","0.7377965102826215","0.7364701458096824","0.7364701458096824","0.7364701458096824","0.737519773685205","0.737519773685205","0.737519773685205","0.7371956987127757","0.7371956987127757","0.7371956987127757","0.7376022674022145","0.7376022674022145","0.7376022674022145","0.7369280618919115","0.7369280618919115","0.7369280618919115","0.7366708933989146","0.7366708933989146","0.7366708933989146","0.7370969499370758","0.7370969499370758","0.7370969499370758"
"104","0.7380336711296749","0.7380336711296749","0.7380336711296749","0.7376005985089176","0.7376005985089176","0.7376005985089176","0.7370737561482026","0.7370737561482026","0.7370737561482026","0.7380328603446866","0.7380328603446866","0.7380328603446866","0.7367809877778427","0.7367809877778427","0.7367809877778427","0.7378087717412664","0.7378087717412664","0.7378087717412664","0.7375234589007795","0.7375234589007795","0.7375234589007795","0.7377883782819191","0.7377883782819191","0.7377883782819191","0.7372350565639585","0.7372350565639585","0.7372350565639585","0.7370155246638868","0.7370155246638868","0.7370155246638868","0.7373032219304221","0.7373032219304221","0.7373032219304221"
"105","0.7385233546464068","0.7385233546464068","0.7385233546464068","0.7378521629665535","0.7378521629665535","0.7378521629665535","0.7372523639896938","0.7372523639896938","0.7372523639896938","0.7383494208716975","0.7383494208716975","0.7383494208716975","0.7370470470489271","0.7370470470489271","0.7370470470489271","0.7379547538551356","0.7379547538551356","0.7379547538551356","0.737912713318344","0.737912713318344","0.737912713318344","0.7380669156846038","0.7380669156846038","0.7380669156846038","0.7375170152424653","0.7375170152424653","0.7375170152424653","0.7373666125336472","0.7373666125336472","0.7373666125336472","0.7376215419865852","0.7376215419865852","0.7376215419865852"
"106","0.7387803511470944","0.7387803511470944","0.7387803511470944","0.7382182164210798","0.7382182164210798","0.7382182164210798","0.7375773034561728","0.7375773034561728","0.7375773034561728","0.7385929612080198","0.7385929612080198","0.7385929612080198","0.7374224594633998","0.7374224594633998","0.7374224594633998","0.7382438120648052","0.7382438120648052","0.7382438120648052","0.7381435921177518","0.7381435921177518","0.7381435921177518","0.7381925775883825","0.7381925775883825","0.7381925775883825","0.737715269489129","0.737715269489129","0.737715269489129","0.7376339299264522","0.7376339299264522","0.7376339299264522","0.7379014947625347","0.7379014947625347","0.7379014947625347"
"107","0.7390243214557117","0.7390243214557117","0.7390243214557117","0.7384980727395177","0.7384980727395177","0.7384980727395177","0.7377944781125084","0.7377944781125084","0.7377944781125084","0.7387954547257473","0.7387954547257473","0.7387954547257473","0.7377402600296411","0.7377402600296411","0.7377402600296411","0.7385198272612381","0.7385198272612381","0.7385198272612381","0.7384652923818861","0.7384652923818861","0.7384652923818861","0.7384912084437187","0.7384912084437187","0.7384912084437187","0.7381226561919296","0.7381226561919296","0.7381226561919296","0.7377756616778677","0.7377756616778677","0.7377756616778677","0.7381330483929244","0.7381330483929244","0.7381330483929244"
"108","0.7394387157935157","0.7394387157935157","0.7394387157935157","0.7388294379759481","0.7388294379759481","0.7388294379759481","0.7380618452709159","0.7380618452709159","0.7380618452709159","0.7391920241079645","0.7391920241079645","0.7391920241079645","0.7380772905049914","0.7380772905049914","0.7380772905049914","0.7387705571966224","0.7387705571966224","0.7387705571966224","0.7387956186907606","0.7387956186907606","0.7387956186907606","0.7386921041352514","0.7386921041352514","0.7386921041352514","0.7383809888064915","0.7383809888064915","0.7383809888064915","0.7380303511358126","0.7380303511358126","0.7380303511358126","0.7383566392638193","0.7383566392638193","0.7383566392638193"
"109","0.7395892877042871","0.7395892877042871","0.7395892877042871","0.739166253148768","0.739166253148768","0.739166253148768","0.7383396480633677","0.7383396480633677","0.7383396480633677","0.7394212614899309","0.7394212614899309","0.7394212614899309","0.7383083340748453","0.7383083340748453","0.7383083340748453","0.7389160033244552","0.7389160033244552","0.7389160033244552","0.7390453230018936","0.7390453230018936","0.7390453230018936","0.7390568286247452","0.7390568286247452","0.7390568286247452","0.7385952425854514","0.7385952425854514","0.7385952425854514","0.7382541251760054","0.7382541251760054","0.7382541251760054","0.7386990926995801","0.7386990926995801","0.7386990926995801"
"110","0.739734814503032","0.739734814503032","0.739734814503032","0.7392948179669576","0.7392948179669576","0.7392948179669576","0.7385107068800977","0.7385107068800977","0.7385107068800977","0.739627932932519","0.739627932932519","0.739627932932519","0.7386586762805517","0.7386586762805517","0.7386586762805517","0.739216298245812","0.739216298245812","0.739216298245812","0.7393243311875691","0.7393243311875691","0.7393243311875691","0.7392968090443428","0.7392968090443428","0.7392968090443428","0.738928813404566","0.738928813404566","0.738928813404566","0.7385885454032205","0.7385885454032205","0.7385885454032205","0.7388627989717611","0.7388627989717611","0.7388627989717611"
"111","0.7399784688167055","0.7399784688167055","0.7399784688167055","0.7395312564815857","0.7395312564815857","0.7395312564815857","0.7387732622280888","0.7387732622280888","0.7387732622280888","0.7398034126645343","0.7398034126645343","0.7398034126645343","0.7389396708140178","0.7389396708140178","0.7389396708140178","0.7394436377136874","0.7394436377136874","0.7394436377136874","0.7395713025881958","0.7395713025881958","0.7395713025881958","0.7395404455378145","0.7395404455378145","0.7395404455378145","0.7389869975158626","0.7389869975158626","0.7389869975158626","0.7388450320914401","0.7388450320914401","0.7388450320914401","0.7391493607746643","0.7391493607746643","0.7391493607746643"
"112","0.7401619572558474","0.7401619572558474","0.7401619572558474","0.7397089284667738","0.7397089284667738","0.7397089284667738","0.7392426033771468","0.7392426033771468","0.7392426033771468","0.7400669825841408","0.7400669825841408","0.7400669825841408","0.7390307465762052","0.7390307465762052","0.7390307465762052","0.7397510385430984","0.7397510385430984","0.7397510385430984","0.7396901366245349","0.7396901366245349","0.7396901366245349","0.7397617805922551","0.7397617805922551","0.7397617805922551","0.7392773245360307","0.7392773245360307","0.7392773245360307","0.7391996779765488","0.7391996779765488","0.7391996779765488","0.7393785400802526","0.7393785400802526","0.7393785400802526"
"113","0.7403820987640521","0.7403820987640521","0.7403820987640521","0.7398578425195372","0.7398578425195372","0.7398578425195372","0.7393556648440919","0.7393556648440919","0.7393556648440919","0.7403608272461346","0.7403608272461346","0.7403608272461346","0.7393265181159234","0.7393265181159234","0.7393265181159234","0.7400380481620253","0.7400380481620253","0.7400380481620253","0.7400391164425048","0.7400391164425048","0.7400391164425048","0.7399976619785502","0.7399976619785502","0.7399976619785502","0.7394860628717962","0.7394860628717962","0.7394860628717962","0.7394623683023126","0.7394623683023126","0.7394623683023126","0.7396029606867307","0.7396029606867307","0.7396029606867307"
"114","0.7405714375067549","0.7405714375067549","0.7405714375067549","0.7400012537059406","0.7400012537059406","0.7400012537059406","0.7395292706774896","0.7395292706774896","0.7395292706774896","0.7406857859816166","0.7406857859816166","0.7406857859816166","0.7396344228611271","0.7396344228611271","0.7396344228611271","0.740337873036394","0.740337873036394","0.740337873036394","0.7402263448156017","0.7402263448156017","0.7402263448156017","0.7403301800294886","0.7403301800294886","0.7403301800294886","0.7395841871101546","0.7395841871101546","0.7395841871101546","0.7396653255838728","0.7396653255838728","0.7396653255838728","0.7399416775145561","0.7399416775145561","0.7399416775145561"
"115","0.7408844139452561","0.7408844139452561","0.7408844139452561","0.7402553560848006","0.7402553560848006","0.7402553560848006","0.739726253439206","0.739726253439206","0.739726253439206","0.7409099625476626","0.7409099625476626","0.7409099625476626","0.7399439011819864","0.7399439011819864","0.7399439011819864","0.7404181715048288","0.7404181715048288","0.7404181715048288","0.7404350665226095","0.7404350665226095","0.7404350665226095","0.7405552828829636","0.7405552828829636","0.7405552828829636","0.7398074333406296","0.7398074333406296","0.7398074333406296","0.7398116842304757","0.7398116842304757","0.7398116842304757","0.7402663049411297","0.7402663049411297","0.7402663049411297"
"116","0.7411377560545443","0.7411377560545443","0.7411377560545443","0.7404412834484417","0.7404412834484417","0.7404412834484417","0.7400033773793331","0.7400033773793331","0.7400033773793331","0.741291276565571","0.741291276565571","0.741291276565571","0.7403208156126807","0.7403208156126807","0.7403208156126807","0.7405726725690014","0.7405726725690014","0.7405726725690014","0.7407083560905378","0.7407083560905378","0.7407083560905378","0.7407163191986913","0.7407163191986913","0.7407163191986913","0.7399857867809495","0.7399857867809495","0.7399857867809495","0.7399572556282001","0.7399572556282001","0.7399572556282001","0.7404019949641156","0.7404019949641156","0.7404019949641156"
"117","0.7413034532029499","0.7413034532029499","0.7413034532029499","0.7408379924298565","0.7408379924298565","0.7408379924298565","0.7401354747195671","0.7401354747195671","0.7401354747195671","0.7414847431172586","0.7414847431172586","0.7414847431172586","0.7405258038583448","0.7405258038583448","0.7405258038583448","0.7407893213395434","0.7407893213395434","0.7407893213395434","0.7408601702272122","0.7408601702272122","0.7408601702272122","0.740913065862325","0.740913065862325","0.740913065862325","0.7402704269781777","0.7402704269781777","0.7402704269781777","0.7401614739579339","0.7401614739579339","0.7401614739579339","0.7405841502380381","0.7405841502380381","0.7405841502380381"
"118","0.7414718408905151","0.7414718408905151","0.7414718408905151","0.7409862126366481","0.7409862126366481","0.7409862126366481","0.7403404259248989","0.7403404259248989","0.7403404259248989","0.741685174196716","0.741685174196716","0.741685174196716","0.7408272137221861","0.7408272137221861","0.7408272137221861","0.7409908669677184","0.7409908669677184","0.7409908669677184","0.7410376183416019","0.7410376183416019","0.7410376183416019","0.7411924467233124","0.7411924467233124","0.7411924467233124","0.7406024816107828","0.7406024816107828","0.7406024816107828","0.7402910662648472","0.7402910662648472","0.7402910662648472","0.7409088572499833","0.7409088572499833","0.7409088572499833"
"119","0.7416330356379087","0.7416330356379087","0.7416330356379087","0.7411608753906317","0.7411608753906317","0.7411608753906317","0.7406018641100736","0.7406018641100736","0.7406018641100736","0.7418655259789312","0.7418655259789312","0.7418655259789312","0.7410468591419234","0.7410468591419234","0.7410468591419234","0.7412272011669919","0.7412272011669919","0.7412272011669919","0.7412326584694182","0.7412326584694182","0.7412326584694182","0.7415239916473042","0.7415239916473042","0.7415239916473042","0.7407606061216648","0.7407606061216648","0.7407606061216648","0.7405226192309721","0.7405226192309721","0.7405226192309721","0.7410837222871093","0.7410837222871093","0.7410837222871093"
