"Step","bumbling-sweep-11 - Average Weighted Test Accuracy","bumbling-sweep-11 - Average Weighted Test Accuracy__MIN","bumbling-sweep-11 - Average Weighted Test Accuracy__MAX","exalted-sweep-10 - Average Weighted Test Accuracy","exalted-sweep-10 - Average Weighted Test Accuracy__MIN","exalted-sweep-10 - Average Weighted Test Accuracy__MAX","vivid-sweep-9 - Average Weighted Test Accuracy","vivid-sweep-9 - Average Weighted Test Accuracy__MIN","vivid-sweep-9 - Average Weighted Test Accuracy__MAX","crimson-sweep-8 - Average Weighted Test Accuracy","crimson-sweep-8 - Average Weighted Test Accuracy__MIN","crimson-sweep-8 - Average Weighted Test Accuracy__MAX","sparkling-sweep-7 - Average Weighted Test Accuracy","sparkling-sweep-7 - Average Weighted Test Accuracy__MIN","sparkling-sweep-7 - Average Weighted Test Accuracy__MAX","brisk-sweep-6 - Average Weighted Test Accuracy","brisk-sweep-6 - Average Weighted Test Accuracy__MIN","brisk-sweep-6 - Average Weighted Test Accuracy__MAX","lunar-sweep-5 - Average Weighted Test Accuracy","lunar-sweep-5 - Average Weighted Test Accuracy__MIN","lunar-sweep-5 - Average Weighted Test Accuracy__MAX","clean-sweep-4 - Average Weighted Test Accuracy","clean-sweep-4 - Average Weighted Test Accuracy__MIN","clean-sweep-4 - Average Weighted Test Accuracy__MAX","graceful-sweep-2 - Average Weighted Test Accuracy","graceful-sweep-2 - Average Weighted Test Accuracy__MIN","graceful-sweep-2 - Average Weighted Test Accuracy__MAX","fluent-sweep-3 - Average Weighted Test Accuracy","fluent-sweep-3 - Average Weighted Test Accuracy__MIN","fluent-sweep-3 - Average Weighted Test Accuracy__MAX","winter-sweep-1 - Average Weighted Test Accuracy","winter-sweep-1 - Average Weighted Test Accuracy__MIN","winter-sweep-1 - Average Weighted Test Accuracy__MAX"
"90","0.5080748865355522","0.5080748865355522","0.5080748865355522","0.5079756051437216","0.5079756051437216","0.5079756051437216","0.5082829046898638","0.5082829046898638","0.5082829046898638","0.5070395234493192","0.5070395234493192","0.5070395234493192","0.5081576210287443","0.5081576210287443","0.5081576210287443","0.5083301815431165","0.5083301815431165","0.5083301815431165","0.5077746785173979","0.5077746785173979","0.5077746785173979","0.507696671709531","0.507696671709531","0.507696671709531","0.5075902987897125","0.5075902987897125","0.5075902987897125","0.5088762291981845","0.5088762291981845","0.5088762291981845","0.5076163010590015","0.5076163010590015","0.5076163010590015"
"91","0.5085996596066565","0.5085996596066565","0.5085996596066565","0.5085358358547655","0.5085358358547655","0.5085358358547655","0.5088313161875946","0.5088313161875946","0.5088313161875946","0.5073964636913767","0.5073964636913767","0.5073964636913767","0.5083089069591528","0.5083089069591528","0.5083089069591528","0.5086563918305598","0.5086563918305598","0.5086563918305598","0.508294723903177","0.508294723903177","0.508294723903177","0.5081434379727685","0.5081434379727685","0.5081434379727685","0.5081127080181543","0.5081127080181543","0.5081127080181543","0.5089258698940998","0.5089258698940998","0.5089258698940998","0.5079874243570348","0.5079874243570348","0.5079874243570348"
"92","0.5091717095310136","0.5091717095310136","0.5091717095310136","0.5090015128593041","0.5090015128593041","0.5090015128593041","0.5093253593040847","0.5093253593040847","0.5093253593040847","0.5078290468986384","0.5078290468986384","0.5078290468986384","0.5088265885022693","0.5088265885022693","0.5088265885022693","0.5094104576399395","0.5094104576399395","0.5094104576399395","0.508732034795764","0.508732034795764","0.508732034795764","0.508178895612708","0.508178895612708","0.508178895612708","0.5082521747352496","0.5082521747352496","0.5082521747352496","0.5095262859304085","0.5095262859304085","0.5095262859304085","0.5082616301059002","0.5082616301059002","0.5082616301059002"
"93","0.5092189863842662","0.5092189863842662","0.5092189863842662","0.5094482791225416","0.5094482791225416","0.5094482791225416","0.5096137481089259","0.5096137481089259","0.5096137481089259","0.5081292549167927","0.5081292549167927","0.5081292549167927","0.50933008698941","0.50933008698941","0.50933008698941","0.5094931921331316","0.5094931921331316","0.5094931921331316","0.5092237140695915","0.5092237140695915","0.5092237140695915","0.5086682110438729","0.5086682110438729","0.5086682110438729","0.5087060325264751","0.5087060325264751","0.5087060325264751","0.5099328668683812","0.5099328668683812","0.5099328668683812","0.5088856845688351","0.5088856845688351","0.5088856845688351"
"94","0.5098004916792739","0.5098004916792739","0.5098004916792739","0.5095286497730711","0.5095286497730711","0.5095286497730711","0.5098808623298033","0.5098808623298033","0.5098808623298033","0.5088454992435704","0.5088454992435704","0.5088454992435704","0.5095924735249622","0.5095924735249622","0.5095924735249622","0.5096681164901664","0.5096681164901664","0.5096681164901664","0.5094600983358548","0.5094600983358548","0.5094600983358548","0.5093537254160363","0.5093537254160363","0.5093537254160363","0.5091811649016641","0.5091811649016641","0.5091811649016641","0.5103110816944024","0.5103110816944024","0.5103110816944024","0.5091598903177005","0.5091598903177005","0.5091598903177005"
"95","0.5100297844175492","0.5100297844175492","0.5100297844175492","0.5098548600605144","0.5098548600605144","0.5098548600605144","0.5100936081694403","0.5100936081694403","0.5100936081694403","0.5089400529500756","0.5089400529500756","0.5089400529500756","0.5099399583963692","0.5099399583963692","0.5099399583963692","0.5101716149773071","0.5101716149773071","0.5101716149773071","0.5097012102874433","0.5097012102874433","0.5097012102874433","0.5097012102874433","0.5097012102874433","0.5097012102874433","0.5096090204236006","0.5096090204236006","0.5096090204236006","0.5107814863842662","0.5107814863842662","0.5107814863842662","0.5094766452344932","0.5094766452344932","0.5094766452344932"
"96","0.5104930975794251","0.5104930975794251","0.5104930975794251","0.5101432488653556","0.5101432488653556","0.5101432488653556","0.5107862140695916","0.5107862140695916","0.5107862140695916","0.5093679084720121","0.5093679084720121","0.5093679084720121","0.5105096444780636","0.5105096444780636","0.5105096444780636","0.5104930975794251","0.5104930975794251","0.5104930975794251","0.5100676059001513","0.5100676059001513","0.5100676059001513","0.5099966906202723","0.5099966906202723","0.5099966906202723","0.5097532148260212","0.5097532148260212","0.5097532148260212","0.5105947428139183","0.5105947428139183","0.5105947428139183","0.5098075832072617","0.5098075832072617","0.5098075832072617"
"97","0.5106231089258699","0.5106231089258699","0.5106231089258699","0.5103630862329803","0.5103630862329803","0.5103630862329803","0.5107838502269288","0.5107838502269288","0.5107838502269288","0.5095735627836612","0.5095735627836612","0.5095735627836612","0.5106065620272314","0.5106065620272314","0.5106065620272314","0.5106041981845688","0.5106041981845688","0.5106041981845688","0.5101479765506808","0.5101479765506808","0.5101479765506808","0.510320537065053","0.510320537065053","0.510320537065053","0.5102118003025718","0.5102118003025718","0.5102118003025718","0.5113606278366112","0.5113606278366112","0.5113606278366112","0.5101763426626323","0.5101763426626323","0.5101763426626323"
"98","0.5108642208774584","0.5108642208774584","0.5108642208774584","0.5108287632375189","0.5108287632375189","0.5108287632375189","0.5116844742813919","0.5116844742813919","0.5116844742813919","0.5101125189107413","0.5101125189107413","0.5101125189107413","0.5112637102874432","0.5112637102874432","0.5112637102874432","0.5108240355521937","0.5108240355521937","0.5108240355521937","0.5102401664145234","0.5102401664145234","0.5102401664145234","0.5105332829046899","0.5105332829046899","0.5105332829046899","0.5105592851739789","0.5105592851739789","0.5105592851739789","0.5115024583963691","0.5115024583963691","0.5115024583963691","0.5105332829046899","0.5105332829046899","0.5105332829046899"
"99","0.5114930030257187","0.5114930030257187","0.5114930030257187","0.5111124243570347","0.5111124243570347","0.5111124243570347","0.5117624810892587","0.5117624810892587","0.5117624810892587","0.5103418116490166","0.5103418116490166","0.5103418116490166","0.511258982602118","0.511258982602118","0.511258982602118","0.5115071860816944","0.5115071860816944","0.5115071860816944","0.5109091338880484","0.5109091338880484","0.5109091338880484","0.5110367813918305","0.5110367813918305","0.5110367813918305","0.510795669440242","0.510795669440242","0.510795669440242","0.5116608358547655","0.5116608358547655","0.5116608358547655","0.5109422276853253","0.5109422276853253","0.5109422276853253"
"100","0.511625378214826","0.511625378214826","0.511625378214826","0.5116844742813919","0.5116844742813919","0.5116844742813919","0.512088691376702","0.512088691376702","0.512088691376702","0.5106372919818457","0.5106372919818457","0.5106372919818457","0.5115922844175491","0.5115922844175491","0.5115922844175491","0.5115922844175491","0.5115922844175491","0.5115922844175491","0.5114930030257187","0.5114930030257187","0.5114930030257187","0.5113204425113465","0.5113204425113465","0.5113204425113465","0.5111171520423601","0.5111171520423601","0.5111171520423601","0.5121666981845688","0.5121666981845688","0.5121666981845688","0.5111266074130106","0.5111266074130106","0.5111266074130106"
"101","0.5119681354009077","0.5119681354009077","0.5119681354009077","0.5119397692889561","0.5119397692889561","0.5119397692889561","0.5122612518910741","0.5122612518910741","0.5122612518910741","0.5112093419062027","0.5112093419062027","0.5112093419062027","0.5118901285930408","0.5118901285930408","0.5118901285930408","0.5120366868381241","0.5120366868381241","0.5120366868381241","0.5118499432677761","0.5118499432677761","0.5118499432677761","0.5114717284417549","0.5114717284417549","0.5114717284417549","0.5113866301059001","0.5113866301059001","0.5113866301059001","0.5126914712556733","0.5126914712556733","0.5126914712556733","0.5113677193645991","0.5113677193645991","0.5113677193645991"
"102","0.5124385400907716","0.5124385400907716","0.5124385400907716","0.5122636157337368","0.5122636157337368","0.5122636157337368","0.5128451210287444","0.5128451210287444","0.5128451210287444","0.5113511724659606","0.5113511724659606","0.5113511724659606","0.51245508698941","0.51245508698941","0.51245508698941","0.51245508698941","0.51245508698941","0.51245508698941","0.5121123298033283","0.5121123298033283","0.5121123298033283","0.5119137670196672","0.5119137670196672","0.5119137670196672","0.5117459341906203","0.5117459341906203","0.5117459341906203","0.5125590960665658","0.5125590960665658","0.5125590960665658","0.5117908472012103","0.5117908472012103","0.5117908472012103"
"103","0.5127458396369138","0.5127458396369138","0.5127458396369138","0.5125118192133131","0.5125118192133131","0.5125118192133131","0.5131476928895613","0.5131476928895613","0.5131476928895613","0.5117837556732224","0.5117837556732224","0.5117837556732224","0.5125023638426627","0.5125023638426627","0.5125023638426627","0.5127363842662632","0.5127363842662632","0.5127363842662632","0.5123156202723147","0.5123156202723147","0.5123156202723147","0.5124432677760968","0.5124432677760968","0.5124432677760968","0.5118924924357035","0.5118924924357035","0.5118924924357035","0.5128072995461422","0.5128072995461422","0.5128072995461422","0.5121856089258698","0.5121856089258698","0.5121856089258698"
"104","0.5128853063540091","0.5128853063540091","0.5128853063540091","0.5128167549167927","0.5128167549167927","0.5128167549167927","0.513483358547655","0.513483358547655","0.513483358547655","0.5123794440242058","0.5123794440242058","0.5123794440242058","0.5128380295007564","0.5128380295007564","0.5128380295007564","0.5128900340393343","0.5128900340393343","0.5128900340393343","0.5126252836611195","0.5126252836611195","0.5126252836611195","0.5125874621785174","0.5125874621785174","0.5125874621785174","0.5125260022692889","0.5125260022692889","0.5125260022692889","0.5131973335854766","0.5131973335854766","0.5131973335854766","0.5122730711043872","0.5122730711043872","0.5122730711043872"
"105","0.5132989788199698","0.5132989788199698","0.5132989788199698","0.5131760590015129","0.5131760590015129","0.5131760590015129","0.5139183055975795","0.5139183055975795","0.5139183055975795","0.5125378214826021","0.5125378214826021","0.5125378214826021","0.513277704236006","0.513277704236006","0.513277704236006","0.5134809947049924","0.5134809947049924","0.5134809947049924","0.5129845877458397","0.5129845877458397","0.5129845877458397","0.5128900340393343","0.5128900340393343","0.5128900340393343","0.5128947617246596","0.5128947617246596","0.5128947617246596","0.5136890128593041","0.5136890128593041","0.5136890128593041","0.5128167549167927","0.5128167549167927","0.5128167549167927"
"106","0.5135850037821482","0.5135850037821482","0.5135850037821482","0.5136110060514372","0.5136110060514372","0.5136110060514372","0.5137906580937973","0.5137906580937973","0.5137906580937973","0.5126843797276853","0.5126843797276853","0.5126843797276853","0.5136275529500757","0.5136275529500757","0.5136275529500757","0.5133864409984872","0.5133864409984872","0.5133864409984872","0.5135779122541604","0.5135779122541604","0.5135779122541604","0.5132304273827534","0.5132304273827534","0.5132304273827534","0.5130318645990923","0.5130318645990923","0.5130318645990923","0.5139608547655068","0.5139608547655068","0.5139608547655068","0.5129680408472012","0.5129680408472012","0.5129680408472012"
"107","0.5139395801815431","0.5139395801815431","0.5139395801815431","0.5137291981845689","0.5137291981845689","0.5137291981845689","0.5141877836611195","0.5141877836611195","0.5141877836611195","0.5130484114977307","0.5130484114977307","0.5130484114977307","0.5138426626323752","0.5138426626323752","0.5138426626323752","0.5139135779122541","0.5139135779122541","0.5139135779122541","0.5136937405446294","0.5136937405446294","0.5136937405446294","0.5133391641452345","0.5133391641452345","0.5133391641452345","0.5134242624810893","0.5134242624810893","0.5134242624810893","0.514313067322239","0.514313067322239","0.514313067322239","0.513374621785174","0.513374621785174","0.513374621785174"
"108","0.5141925113464448","0.5141925113464448","0.5141925113464448","0.51410741301059","0.51410741301059","0.51410741301059","0.5147361951588503","0.5147361951588503","0.5147361951588503","0.513329708774584","0.513329708774584","0.513329708774584","0.5141097768532527","0.5141097768532527","0.5141097768532527","0.5142090582450832","0.5142090582450832","0.5142090582450832","0.5138663010590016","0.5138663010590016","0.5138663010590016","0.5138355711043873","0.5138355711043873","0.5138355711043873","0.5134880862329804","0.5134880862329804","0.5134880862329804","0.5146180030257186","0.5146180030257186","0.5146180030257186","0.5134928139183056","0.5134928139183056","0.5134928139183056"
"109","0.5144761724659607","0.5144761724659607","0.5144761724659607","0.5144147125567322","0.5144147125567322","0.5144147125567322","0.5147692889561271","0.5147692889561271","0.5147692889561271","0.5136535552193646","0.5136535552193646","0.5136535552193646","0.5142539712556732","0.5142539712556732","0.5142539712556732","0.5146038199697428","0.5146038199697428","0.5146038199697428","0.5143012481089259","0.5143012481089259","0.5143012481089259","0.514249243570348","0.514249243570348","0.514249243570348","0.5138048411497731","0.5138048411497731","0.5138048411497731","0.5148189296520423","0.5148189296520423","0.5148189296520423","0.5139395801815431","0.5139395801815431","0.5139395801815431"
"110","0.5149063918305598","0.5149063918305598","0.5149063918305598","0.5146676437216339","0.5146676437216339","0.5146676437216339","0.5151711422087746","0.5151711422087746","0.5151711422087746","0.5140128593040847","0.5140128593040847","0.5140128593040847","0.5144690809379727","0.5144690809379727","0.5144690809379727","0.5148236573373677","0.5148236573373677","0.5148236573373677","0.5143627080181543","0.5143627080181543","0.5143627080181543","0.5143154311649016","0.5143154311649016","0.5143154311649016","0.5139513993948562","0.5139513993948562","0.5139513993948562","0.5148425680786687","0.5148425680786687","0.5148425680786687","0.5143272503782148","0.5143272503782148","0.5143272503782148"
"111","0.5152113275340393","0.5152113275340393","0.5152113275340393","0.515097863086233","0.515097863086233","0.515097863086233","0.5153413388804842","0.5153413388804842","0.5153413388804842","0.5145234493192133","0.5145234493192133","0.5145234493192133","0.5150033093797277","0.5150033093797277","0.5150033093797277","0.5152113275340393","0.5152113275340393","0.5152113275340393","0.5149418494704993","0.5149418494704993","0.5149418494704993","0.5147669251134644","0.5147669251134644","0.5147669251134644","0.5146061838124054","0.5146061838124054","0.5146061838124054","0.5153673411497731","0.5153673411497731","0.5153673411497731","0.5141901475037821","0.5141901475037821","0.5141901475037821"
"112","0.5152727874432678","0.5152727874432678","0.5152727874432678","0.5151333207261725","0.5151333207261725","0.5151333207261725","0.515920480332829","0.515920480332829","0.515920480332829","0.5145612708018155","0.5145612708018155","0.5145612708018155","0.5152633320726172","0.5152633320726172","0.5152633320726172","0.5151924167927383","0.5151924167927383","0.5151924167927383","0.5151356845688351","0.5151356845688351","0.5151356845688351","0.5147409228441755","0.5147409228441755","0.5147409228441755","0.5146298222390318","0.5146298222390318","0.5146298222390318","0.5156415468986384","0.5156415468986384","0.5156415468986384","0.5147858358547656","0.5147858358547656","0.5147858358547656"
"113","0.5153909795763993","0.5153909795763993","0.5153909795763993","0.5154004349470499","0.5154004349470499","0.5154004349470499","0.5160103063540091","0.5160103063540091","0.5160103063540091","0.515258604387292","0.515258604387292","0.515258604387292","0.5155564485627837","0.5155564485627837","0.5155564485627837","0.5157384644478064","0.5157384644478064","0.5157384644478064","0.5153909795763993","0.5153909795763993","0.5153909795763993","0.515026947806354","0.515026947806354","0.515026947806354","0.514911119515885","0.514911119515885","0.514911119515885","0.5156770045385779","0.5156770045385779","0.5156770045385779","0.5149418494704993","0.5149418494704993","0.5149418494704993"
"114","0.5158495650529501","0.5158495650529501","0.5158495650529501","0.5156557299546142","0.5156557299546142","0.5156557299546142","0.5163459720121029","0.5163459720121029","0.5163459720121029","0.515419345688351","0.515419345688351","0.515419345688351","0.5157951966717095","0.5157951966717095","0.5157951966717095","0.5160032148260212","0.5160032148260212","0.5160032148260212","0.5153909795763993","0.5153909795763993","0.5153909795763993","0.5156982791225416","0.5156982791225416","0.5156982791225416","0.5152113275340393","0.5152113275340393","0.5152113275340393","0.5159370272314675","0.5159370272314675","0.5159370272314675","0.5151758698940998","0.5151758698940998","0.5151758698940998"
"115","0.5162608736762481","0.5162608736762481","0.5162608736762481","0.5160126701966717","0.5160126701966717","0.5160126701966717","0.5166461800302572","0.5166461800302572","0.5166461800302572","0.5156084531013616","0.5156084531013616","0.5156084531013616","0.5161332261724659","0.5161332261724659","0.5161332261724659","0.5162254160363087","0.5162254160363087","0.5162254160363087","0.5159488464447807","0.5159488464447807","0.5159488464447807","0.5157431921331316","0.5157431921331316","0.5157431921331316","0.5153200642965204","0.5153200642965204","0.5153200642965204","0.5165610816944024","0.5165610816944024","0.5165610816944024","0.5155517208774584","0.5155517208774584","0.5155517208774584"
"116","0.5162466906202723","0.5162466906202723","0.5162466906202723","0.5165799924357035","0.5165799924357035","0.5165799924357035","0.5168187405446294","0.5168187405446294","0.5168187405446294","0.5158921142208774","0.5158921142208774","0.5158921142208774","0.5162490544629349","0.5162490544629349","0.5162490544629349","0.5166272692889561","0.5166272692889561","0.5166272692889561","0.515830654311649","0.515830654311649","0.515830654311649","0.5161592284417549","0.5161592284417549","0.5161592284417549","0.5160764939485628","0.5160764939485628","0.5160764939485628","0.5167714636913767","0.5167714636913767","0.5167714636913767","0.5161119515885023","0.5161119515885023","0.5161119515885023"
"117","0.516660363086233","0.516660363086233","0.516660363086233","0.5165043494704993","0.5165043494704993","0.5165043494704993","0.5172915090771558","0.5172915090771558","0.5172915090771558","0.5162135968229955","0.5162135968229955","0.5162135968229955","0.5165350794251135","0.5165350794251135","0.5165350794251135","0.5162963313161876","0.5162963313161876","0.5162963313161876","0.5162632375189108","0.5162632375189108","0.5162632375189108","0.5161757753403934","0.5161757753403934","0.5161757753403934","0.5161332261724659","0.5161332261724659","0.5161332261724659","0.5171638615733737","0.5171638615733737","0.5171638615733737","0.5162490544629349","0.5162490544629349","0.5162490544629349"
"118","0.5171142208774584","0.5171142208774584","0.5171142208774584","0.5166958207261725","0.5166958207261725","0.5166958207261725","0.5173553328290469","0.5173553328290469","0.5173553328290469","0.5164216149773071","0.5164216149773071","0.5164216149773071","0.5167005484114977","0.5167005484114977","0.5167005484114977","0.5167809190620273","0.5167809190620273","0.5167809190620273","0.5165256240544629","0.5165256240544629","0.5165256240544629","0.5166272692889561","0.5166272692889561","0.5166272692889561","0.5161568645990923","0.5161568645990923","0.5161568645990923","0.5172111384266264","0.5172111384266264","0.5172111384266264","0.5166509077155824","0.5166509077155824","0.5166509077155824"
"119","0.517213502269289","0.517213502269289","0.517213502269289","0.5171354954614221","0.5171354954614221","0.5171354954614221","0.517766641452345","0.517766641452345","0.517766641452345","0.5168754727685325","0.5168754727685325","0.5168754727685325","0.5170385779122542","0.5170385779122542","0.5170385779122542","0.5170574886535552","0.5170574886535552","0.5170574886535552","0.5165279878971256","0.5165279878971256","0.5165279878971256","0.5167974659606657","0.5167974659606657","0.5167974659606657","0.5167194591527988","0.5167194591527988","0.5167194591527988","0.5175137102874433","0.5175137102874433","0.5175137102874433","0.5168707450832073","0.5168707450832073","0.5168707450832073"
"120","0.5174711611195159","0.5174711611195159","0.5174711611195159","0.5173246028744327","0.5173246028744327","0.5173246028744327","0.5180243003025718","0.5180243003025718","0.5180243003025718","0.516929841149773","0.516929841149773","0.516929841149773","0.5174238842662633","0.5174238842662633","0.5174238842662633","0.5174498865355522","0.5174498865355522","0.5174498865355522","0.5169676626323751","0.5169676626323751","0.5169676626323751","0.5168896558245083","0.5168896558245083","0.5168896558245083","0.5167643721633888","0.5167643721633888","0.5167643721633888","0.5175917170953102","0.5175917170953102","0.5175917170953102","0.5168967473524962","0.5168967473524962","0.5168967473524962"
"121","0.517939201966717","0.517939201966717","0.517939201966717","0.5176271747352497","0.5176271747352497","0.5176271747352497","0.5182346822995462","0.5182346822995462","0.5182346822995462","0.5172820537065053","0.5172820537065053","0.5172820537065053","0.5176980900151286","0.5176980900151286","0.5176980900151286","0.5179344742813918","0.5179344742813918","0.5179344742813918","0.5173127836611195","0.5173127836611195","0.5173127836611195","0.5174097012102874","0.5174097012102874","0.5174097012102874","0.5171094931921332","0.5171094931921332","0.5171094931921332","0.5178966527987897","0.5178966527987897","0.5178966527987897","0.5171520423600605","0.5171520423600605","0.5171520423600605"
"122","0.5179557488653556","0.5179557488653556","0.5179557488653556","0.517875378214826","0.517875378214826","0.517875378214826","0.518518343419062","0.518518343419062","0.518518343419062","0.5174758888048412","0.5174758888048412","0.5174758888048412","0.5180290279878971","0.5180290279878971","0.5180290279878971","0.5179533850226928","0.5179533850226928","0.5179533850226928","0.5176106278366112","0.5176106278366112","0.5176106278366112","0.5175657148260212","0.5175657148260212","0.5175657148260212","0.5171614977307111","0.5171614977307111","0.5171614977307111","0.518222863086233","0.518222863086233","0.518222863086233","0.5176059001512859","0.5176059001512859","0.5176059001512859"
"123","0.518062121785174","0.518062121785174","0.518062121785174","0.5180503025718608","0.5180503025718608","0.5180503025718608","0.5188445537065053","0.5188445537065053","0.5188445537065053","0.5177099092284417","0.5177099092284417","0.5177099092284417","0.518151947806354","0.518151947806354","0.518151947806354","0.5182110438729198","0.5182110438729198","0.5182110438729198","0.5177997352496218","0.5177997352496218","0.5177997352496218","0.5175822617246596","0.5175822617246596","0.5175822617246596","0.5177760968229954","0.5177760968229954","0.5177760968229954","0.5183174167927382","0.5183174167927382","0.5183174167927382","0.5175373487140696","0.5175373487140696","0.5175373487140696"
"124","0.5184710665658093","0.5184710665658093","0.5184710665658093","0.5182370461422088","0.5182370461422088","0.5182370461422088","0.5188232791225416","0.5188232791225416","0.5188232791225416","0.5178990166414523","0.5178990166414523","0.5178990166414523","0.5182583207261725","0.5182583207261725","0.5182583207261725","0.5184899773071104","0.5184899773071104","0.5184899773071104","0.5179746596066566","0.5179746596066566","0.5179746596066566","0.5179368381240544","0.5179368381240544","0.5179368381240544","0.5178659228441755","0.5178659228441755","0.5178659228441755","0.5186507186081695","0.5186507186081695","0.5186507186081695","0.5183032337367625","0.5183032337367625","0.5183032337367625"
"125","0.5186672655068079","0.5186672655068079","0.5186672655068079","0.5187003593040848","0.5187003593040848","0.5187003593040848","0.5190100226928895","0.5190100226928895","0.5190100226928895","0.5180928517397883","0.5180928517397883","0.5180928517397883","0.5185348903177005","0.5185348903177005","0.5185348903177005","0.5186223524962178","0.5186223524962178","0.5186223524962178","0.518473430408472","0.518473430408472","0.518473430408472","0.5181472201210288","0.5181472201210288","0.5181472201210288","0.5180975794251135","0.5180975794251135","0.5180975794251135","0.5187618192133132","0.5187618192133132","0.5187618192133132","0.5183008698940998","0.5183008698940998","0.5183008698940998"
"126","0.51870508698941","0.51870508698941","0.51870508698941","0.5189225605143721","0.5189225605143721","0.5189225605143721","0.5192133131618759","0.5192133131618759","0.5192133131618759","0.518151947806354","0.518151947806354","0.518151947806354","0.5188611006051437","0.5188611006051437","0.5188611006051437","0.5186885400907716","0.5186885400907716","0.5186885400907716","0.5186814485627836","0.5186814485627836","0.5186814485627836","0.5185656202723147","0.5185656202723147","0.5185656202723147","0.5185396180030257","0.5185396180030257","0.5185396180030257","0.5191211232980333","0.5191211232980333","0.5191211232980333","0.5186530824508321","0.5186530824508321","0.5186530824508321"
"127","0.5194095121028744","0.5194095121028744","0.5194095121028744","0.519071482602118","0.519071482602118","0.519071482602118","0.5196860816944024","0.5196860816944024","0.5196860816944024","0.5186601739788199","0.5186601739788199","0.5186601739788199","0.5189225605143721","0.5189225605143721","0.5189225605143721","0.5190667549167928","0.5190667549167928","0.5190667549167928","0.51888473903177","0.51888473903177","0.51888473903177","0.5190052950075643","0.5190052950075643","0.5190052950075643","0.518686176248109","0.518686176248109","0.518686176248109","0.5194284228441755","0.5194284228441755","0.5194284228441755","0.5186956316187594","0.5186956316187594","0.5186956316187594"
"128","0.5193764183055976","0.5193764183055976","0.5193764183055976","0.5191707639939486","0.5191707639939486","0.5191707639939486","0.5197073562783661","0.5197073562783661","0.5197073562783661","0.5185301626323752","0.5185301626323752","0.5185301626323752","0.5191542170953102","0.5191542170953102","0.5191542170953102","0.5193882375189107","0.5193882375189107","0.5193882375189107","0.5190833018154312","0.5190833018154312","0.5190833018154312","0.5192865922844175","0.5192865922844175","0.5192865922844175","0.5188705559757942","0.5188705559757942","0.5188705559757942","0.5193882375189107","0.5193882375189107","0.5193882375189107","0.5189036497730711","0.5189036497730711","0.5189036497730711"
"129","0.5195773449319213","0.5195773449319213","0.5195773449319213","0.519624621785174","0.519624621785174","0.519624621785174","0.5200690242057489","0.5200690242057489","0.5200690242057489","0.5190147503782149","0.5190147503782149","0.5190147503782149","0.5197522692889561","0.5197522692889561","0.5197522692889561","0.5194567889561271","0.5194567889561271","0.5194567889561271","0.5193906013615733","0.5193906013615733","0.5193906013615733","0.5193764183055976","0.5193764183055976","0.5193764183055976","0.5191518532526475","0.5191518532526475","0.5191518532526475","0.5198491868381241","0.5198491868381241","0.5198491868381241","0.5194236951588502","0.5194236951588502","0.5194236951588502"
"130","0.5197522692889561","0.5197522692889561","0.5197522692889561","0.5198988275340394","0.5198988275340394","0.5198988275340394","0.5203810514372164","0.5203810514372164","0.5203810514372164","0.5193149583963691","0.5193149583963691","0.5193149583963691","0.5196931732223903","0.5196931732223903","0.5196931732223903","0.5198680975794251","0.5198680975794251","0.5198680975794251","0.5195135211800302","0.5195135211800302","0.5195135211800302","0.5198728252647504","0.5198728252647504","0.5198728252647504","0.5196009833585477","0.5196009833585477","0.5196009833585477","0.5199626512859304","0.5199626512859304","0.5199626512859304","0.5197286308623298","0.5197286308623298","0.5197286308623298"
"131","0.5202203101361573","0.5202203101361573","0.5202203101361573","0.5200855711043872","0.5200855711043872","0.5200855711043872","0.5205276096822995","0.5205276096822995","0.5205276096822995","0.5197262670196672","0.5197262670196672","0.5197262670196672","0.5200902987897126","0.5200902987897126","0.5200902987897126","0.5199626512859304","0.5199626512859304","0.5199626512859304","0.5198184568835098","0.5198184568835098","0.5198184568835098","0.5198160930408472","0.5198160930408472","0.5198160930408472","0.5199579236006051","0.5199579236006051","0.5199579236006051","0.5202274016641453","0.5202274016641453","0.5202274016641453","0.5197806354009077","0.5197806354009077","0.5197806354009077"
"132","0.5204094175491679","0.5204094175491679","0.5204094175491679","0.5203172276853253","0.5203172276853253","0.5203172276853253","0.5206623487140696","0.5206623487140696","0.5206623487140696","0.5199744704992436","0.5199744704992436","0.5199744704992436","0.5205323373676248","0.5205323373676248","0.5205323373676248","0.5203479576399395","0.5203479576399395","0.5203479576399395","0.5199224659606656","0.5199224659606656","0.5199224659606656","0.519965015128593","0.519965015128593","0.519965015128593","0.519714447806354","0.519714447806354","0.519714447806354","0.5204023260211801","0.5204023260211801","0.5204023260211801","0.5199295574886535","0.5199295574886535","0.5199295574886535"
