"Step","mild-sweep-11 - Average User Test Accuracy","mild-sweep-11 - Average User Test Accuracy__MIN","mild-sweep-11 - Average User Test Accuracy__MAX","generous-sweep-10 - Average User Test Accuracy","generous-sweep-10 - Average User Test Accuracy__MIN","generous-sweep-10 - Average User Test Accuracy__MAX","misunderstood-sweep-9 - Average User Test Accuracy","misunderstood-sweep-9 - Average User Test Accuracy__MIN","misunderstood-sweep-9 - Average User Test Accuracy__MAX","lilac-sweep-8 - Average User Test Accuracy","lilac-sweep-8 - Average User Test Accuracy__MIN","lilac-sweep-8 - Average User Test Accuracy__MAX","giddy-sweep-7 - Average User Test Accuracy","giddy-sweep-7 - Average User Test Accuracy__MIN","giddy-sweep-7 - Average User Test Accuracy__MAX","hardy-sweep-6 - Average User Test Accuracy","hardy-sweep-6 - Average User Test Accuracy__MIN","hardy-sweep-6 - Average User Test Accuracy__MAX","fiery-sweep-5 - Average User Test Accuracy","fiery-sweep-5 - Average User Test Accuracy__MIN","fiery-sweep-5 - Average User Test Accuracy__MAX","autumn-sweep-4 - Average User Test Accuracy","autumn-sweep-4 - Average User Test Accuracy__MIN","autumn-sweep-4 - Average User Test Accuracy__MAX","grateful-sweep-3 - Average User Test Accuracy","grateful-sweep-3 - Average User Test Accuracy__MIN","grateful-sweep-3 - Average User Test Accuracy__MAX","chocolate-sweep-2 - Average User Test Accuracy","chocolate-sweep-2 - Average User Test Accuracy__MIN","chocolate-sweep-2 - Average User Test Accuracy__MAX","major-sweep-1 - Average User Test Accuracy","major-sweep-1 - Average User Test Accuracy__MIN","major-sweep-1 - Average User Test Accuracy__MAX"
"69","0.41260410976923423","0.41260410976923423","0.41260410976923423","0.4118122074511456","0.4118122074511456","0.4118122074511456","0.4123831399150123","0.4123831399150123","0.4123831399150123","0.4119769185293558","0.4119769185293558","0.4119769185293558","0.4122541006983427","0.4122541006983427","0.4122541006983427","0.4128182976911514","0.4128182976911514","0.4128182976911514","0.41217039228923924","0.41217039228923924","0.41217039228923924","0.4120927367196539","0.4120927367196539","0.4120927367196539","0.4122469688236868","0.4122469688236868","0.4122469688236868","0.4123705708996558","0.4123705708996558","0.4123705708996558","0.4123066837991853","0.4123066837991853","0.4123066837991853"
"70","0.41276561329334394","0.41276561329334394","0.41276561329334394","0.4119196923535347","0.4119196923535347","0.4119196923535347","0.4125684390747385","0.4125684390747385","0.4125684390747385","0.4121187352433553","0.4121187352433553","0.4121187352433553","0.4122870526413823","0.4122870526413823","0.4122870526413823","0.4129661049188867","0.4129661049188867","0.4129661049188867","0.41227175945010364","0.41227175945010364","0.41227175945010364","0.4121986570900924","0.4121986570900924","0.4121986570900924","0.41236614255224624","0.41236614255224624","0.41236614255224624","0.41241104779210147","0.41241104779210147","0.41241104779210147","0.4121746401092348","0.4121746401092348","0.4121746401092348"
"71","0.4127756345449146","0.4127756345449146","0.4127756345449146","0.41186490486295757","0.41186490486295757","0.41186490486295757","0.4125964494179046","0.4125964494179046","0.4125964494179046","0.4122790394504991","0.4122790394504991","0.4122790394504991","0.41248685930613344","0.41248685930613344","0.41248685930613344","0.4129769336490362","0.4129769336490362","0.4129769336490362","0.4123942075168632","0.4123942075168632","0.4123942075168632","0.41232935814149163","0.41232935814149163","0.41232935814149163","0.4123852621614035","0.4123852621614035","0.4123852621614035","0.4125591668341721","0.4125591668341721","0.4125591668341721","0.4122182972369812","0.4122182972369812","0.4122182972369812"
"72","0.4128330770151325","0.4128330770151325","0.4128330770151325","0.41207977716957256","0.41207977716957256","0.41207977716957256","0.4127234320326382","0.4127234320326382","0.4127234320326382","0.41222547790518277","0.41222547790518277","0.41222547790518277","0.41243690684282486","0.41243690684282486","0.41243690684282486","0.4131175007105324","0.4131175007105324","0.4131175007105324","0.4125302172240325","0.4125302172240325","0.4125302172240325","0.4124008400818884","0.4124008400818884","0.4124008400818884","0.4124036784254058","0.4124036784254058","0.4124036784254058","0.41281198485709897","0.41281198485709897","0.41281198485709897","0.4123734764249717","0.4123734764249717","0.4123734764249717"
"73","0.41290636755723553","0.41290636755723553","0.41290636755723553","0.41205310074110124","0.41205310074110124","0.41205310074110124","0.41283221140286297","0.41283221140286297","0.41283221140286297","0.4124825848228535","0.4124825848228535","0.4124825848228535","0.4125417744526838","0.4125417744526838","0.4125417744526838","0.41318735148550606","0.41318735148550606","0.41318735148550606","0.41262084406638794","0.41262084406638794","0.41262084406638794","0.41250026924382943","0.41250026924382943","0.41250026924382943","0.41260406377077086","0.41260406377077086","0.41260406377077086","0.41275691901631584","0.41275691901631584","0.41275691901631584","0.41247442979204146","0.41247442979204146","0.41247442979204146"
"74","0.4128776268015173","0.4128776268015173","0.4128776268015173","0.4121709229056715","0.4121709229056715","0.4121709229056715","0.412914866411614","0.412914866411614","0.412914866411614","0.4125852619007387","0.4125852619007387","0.4125852619007387","0.41262043653534575","0.41262043653534575","0.41262043653534575","0.4131267925134934","0.4131267925134934","0.4131267925134934","0.4126843390796552","0.4126843390796552","0.4126843390796552","0.41265973188451466","0.41265973188451466","0.41265973188451466","0.41267938233936846","0.41267938233936846","0.41267938233936846","0.4127279347748717","0.4127279347748717","0.4127279347748717","0.4124279480624599","0.4124279480624599","0.4124279480624599"
"75","0.41307093564839464","0.41307093564839464","0.41307093564839464","0.41229011920946435","0.41229011920946435","0.41229011920946435","0.4128794060332945","0.4128794060332945","0.4128794060332945","0.412621944425641","0.412621944425641","0.412621944425641","0.4127096213364164","0.4127096213364164","0.4127096213364164","0.4131479380653158","0.4131479380653158","0.4131479380653158","0.41264716910078575","0.41264716910078575","0.41264716910078575","0.4128492460438753","0.4128492460438753","0.4128492460438753","0.41271449974864427","0.41271449974864427","0.41271449974864427","0.4127348962082182","0.4127348962082182","0.4127348962082182","0.4125139664873913","0.4125139664873913","0.4125139664873913"
"76","0.4131267008041997","0.4131267008041997","0.4131267008041997","0.4122404321028306","0.4122404321028306","0.4122404321028306","0.41291787683633235","0.41291787683633235","0.41291787683633235","0.41274387168027077","0.41274387168027077","0.41274387168027077","0.4128628329926009","0.4128628329926009","0.4128628329926009","0.4132216700054582","0.4132216700054582","0.4132216700054582","0.4127268121717854","0.4127268121717854","0.4127268121717854","0.4129498374253842","0.4129498374253842","0.4129498374253842","0.412708335700049","0.412708335700049","0.412708335700049","0.41284597457491107","0.41284597457491107","0.41284597457491107","0.4125825008863058","0.4125825008863058","0.4125825008863058"
"77","0.41323564112753863","0.41323564112753863","0.41323564112753863","0.41240161535334524","0.41240161535334524","0.41240161535334524","0.4130861680357621","0.4130861680357621","0.4130861680357621","0.4128048545494904","0.4128048545494904","0.4128048545494904","0.4127891806322904","0.4127891806322904","0.4127891806322904","0.41331683298756655","0.41331683298756655","0.41331683298756655","0.41285043652895015","0.41285043652895015","0.41285043652895015","0.4129001163660403","0.4129001163660403","0.4129001163660403","0.4128219446945959","0.4128219446945959","0.4128219446945959","0.4128538706110991","0.4128538706110991","0.4128538706110991","0.41268297707606677","0.41268297707606677","0.41268297707606677"
"78","0.4132308398689756","0.4132308398689756","0.4132308398689756","0.41259779129732804","0.41259779129732804","0.41259779129732804","0.41308492738872743","0.41308492738872743","0.41308492738872743","0.41292845153268765","0.41292845153268765","0.41292845153268765","0.4128211462525881","0.4128211462525881","0.4128211462525881","0.4133226370786933","0.4133226370786933","0.4133226370786933","0.41295014183817697","0.41295014183817697","0.41295014183817697","0.4130894259567632","0.4130894259567632","0.4130894259567632","0.41298402475609547","0.41298402475609547","0.41298402475609547","0.4128529886827852","0.4128529886827852","0.4128529886827852","0.41270230102891553","0.41270230102891553","0.41270230102891553"
"79","0.41326107475157153","0.41326107475157153","0.41326107475157153","0.4126534787870207","0.4126534787870207","0.4126534787870207","0.41316999928365794","0.41316999928365794","0.41316999928365794","0.4128079509618473","0.4128079509618473","0.4128079509618473","0.41305531144298924","0.41305531144298924","0.41305531144298924","0.41332204322182825","0.41332204322182825","0.41332204322182825","0.4129960680214595","0.4129960680214595","0.4129960680214595","0.4129320590563626","0.4129320590563626","0.4129320590563626","0.41297390897194847","0.41297390897194847","0.41297390897194847","0.4129589225013067","0.4129589225013067","0.4129589225013067","0.4128210159411803","0.4128210159411803","0.4128210159411803"
"80","0.41322409976401997","0.41322409976401997","0.41322409976401997","0.412818777310479","0.412818777310479","0.412818777310479","0.41315753582435505","0.41315753582435505","0.41315753582435505","0.4129730941674935","0.4129730941674935","0.4129730941674935","0.41289740504644323","0.41289740504644323","0.41289740504644323","0.41342226942006155","0.41342226942006155","0.41342226942006155","0.41300964970262766","0.41300964970262766","0.41300964970262766","0.41307010695005447","0.41307010695005447","0.41307010695005447","0.4131145786449359","0.4131145786449359","0.4131145786449359","0.4130599016521446","0.4130599016521446","0.4130599016521446","0.4129634907987577","0.4129634907987577","0.4129634907987577"
"81","0.4133315866466684","0.4133315866466684","0.4133315866466684","0.412748416940588","0.412748416940588","0.412748416940588","0.4130671191053203","0.4130671191053203","0.4130671191053203","0.41296212553999284","0.41296212553999284","0.41296212553999284","0.41295747372878366","0.41295747372878366","0.41295747372878366","0.41346139436749674","0.41346139436749674","0.41346139436749674","0.4129869087820548","0.4129869087820548","0.4129869087820548","0.4131026807742367","0.4131026807742367","0.4131026807742367","0.4132380928373008","0.4132380928373008","0.4132380928373008","0.4131223353121994","0.4131223353121994","0.4131223353121994","0.41292690773719704","0.41292690773719704","0.41292690773719704"
"82","0.4133813121446992","0.4133813121446992","0.4133813121446992","0.41284175618253033","0.41284175618253033","0.41284175618253033","0.41314224524851556","0.41314224524851556","0.41314224524851556","0.41302185781455064","0.41302185781455064","0.41302185781455064","0.41307111352783255","0.41307111352783255","0.41307111352783255","0.4135552947879046","0.4135552947879046","0.4135552947879046","0.41316122825741297","0.41316122825741297","0.41316122825741297","0.4131844715243739","0.4131844715243739","0.4131844715243739","0.4132212708773194","0.4132212708773194","0.4132212708773194","0.41312518511322577","0.41312518511322577","0.41312518511322577","0.4130261813343609","0.4130261813343609","0.4130261813343609"
"83","0.41333316073146337","0.41333316073146337","0.41333316073146337","0.41280128653968945","0.41280128653968945","0.41280128653968945","0.4134102744025657","0.4134102744025657","0.4134102744025657","0.4130431101016614","0.4130431101016614","0.4130431101016614","0.4130932693051054","0.4130932693051054","0.4130932693051054","0.41375444003732637","0.41375444003732637","0.41375444003732637","0.4133031451729529","0.4133031451729529","0.4133031451729529","0.4130715704386668","0.4130715704386668","0.4130715704386668","0.4133059814989377","0.4133059814989377","0.4133059814989377","0.41322307304493633","0.41322307304493633","0.41322307304493633","0.41297748813942387","0.41297748813942387","0.41297748813942387"
"84","0.41343573207224477","0.41343573207224477","0.41343573207224477","0.41286638457274194","0.41286638457274194","0.41286638457274194","0.41359005905306473","0.41359005905306473","0.41359005905306473","0.4130426464753222","0.4130426464753222","0.4130426464753222","0.4132713204304264","0.4132713204304264","0.4132713204304264","0.4137638822415841","0.4137638822415841","0.4137638822415841","0.4131964608325158","0.4131964608325158","0.4131964608325158","0.41315851087284355","0.41315851087284355","0.41315851087284355","0.4133632643433118","0.4133632643433118","0.4133632643433118","0.4132907143822269","0.4132907143822269","0.4132907143822269","0.4130110664505488","0.4130110664505488","0.4130110664505488"
"85","0.4135117159966361","0.4135117159966361","0.4135117159966361","0.41309121921446046","0.41309121921446046","0.41309121921446046","0.41356294828014933","0.41356294828014933","0.41356294828014933","0.41301759809203115","0.41301759809203115","0.41301759809203115","0.41331381152362384","0.41331381152362384","0.41331381152362384","0.41368425709514495","0.41368425709514495","0.41368425709514495","0.41315410518152634","0.41315410518152634","0.41315410518152634","0.41331807852418917","0.41331807852418917","0.41331807852418917","0.4132831696050786","0.4132831696050786","0.4132831696050786","0.41323888853405594","0.41323888853405594","0.41323888853405594","0.4132089872481268","0.4132089872481268","0.4132089872481268"
"86","0.4134981428709712","0.4134981428709712","0.4134981428709712","0.41317457440244465","0.41317457440244465","0.41317457440244465","0.4136001622406627","0.4136001622406627","0.4136001622406627","0.41304451787141716","0.41304451787141716","0.41304451787141716","0.41314275600465683","0.41314275600465683","0.41314275600465683","0.4136523646644908","0.4136523646644908","0.4136523646644908","0.4132143115727262","0.4132143115727262","0.4132143115727262","0.41341352617643085","0.41341352617643085","0.41341352617643085","0.4133894797840886","0.4133894797840886","0.4133894797840886","0.4132249604594564","0.4132249604594564","0.4132249604594564","0.41312714095327685","0.41312714095327685","0.41312714095327685"
"87","0.4135701999096052","0.4135701999096052","0.4135701999096052","0.4132737684310376","0.4132737684310376","0.4132737684310376","0.41370165542551035","0.41370165542551035","0.41370165542551035","0.4132025263914781","0.4132025263914781","0.4132025263914781","0.4133380922812357","0.4133380922812357","0.4133380922812357","0.41376068815827605","0.41376068815827605","0.41376068815827605","0.4133035687408319","0.4133035687408319","0.4133035687408319","0.41333721267875656","0.41333721267875656","0.41333721267875656","0.4133105540241574","0.4133105540241574","0.4133105540241574","0.4133650322570825","0.4133650322570825","0.4133650322570825","0.4132723157307644","0.4132723157307644","0.4132723157307644"
"88","0.4135709046419943","0.4135709046419943","0.4135709046419943","0.4132181951263577","0.4132181951263577","0.4132181951263577","0.4137212141338529","0.4137212141338529","0.4137212141338529","0.41315861963420164","0.41315861963420164","0.41315861963420164","0.41336852733718304","0.41336852733718304","0.41336852733718304","0.4138526031599172","0.4138526031599172","0.4138526031599172","0.41335224234096435","0.41335224234096435","0.41335224234096435","0.4133305047247091","0.4133305047247091","0.4133305047247091","0.41328681173079657","0.41328681173079657","0.41328681173079657","0.4134551828600504","0.4134551828600504","0.4134551828600504","0.41328683756535006","0.41328683756535006","0.41328683756535006"
"89","0.4137477999957776","0.4137477999957776","0.4137477999957776","0.41330189007912776","0.41330189007912776","0.41330189007912776","0.4137093434075404","0.4137093434075404","0.4137093434075404","0.41326947606664066","0.41326947606664066","0.41326947606664066","0.4133879687536899","0.4133879687536899","0.4133879687536899","0.41386892784986","0.41386892784986","0.41386892784986","0.4134149610355102","0.4134149610355102","0.4134149610355102","0.41335972407934063","0.41335972407934063","0.41335972407934063","0.41340084894800094","0.41340084894800094","0.41340084894800094","0.4134385405344718","0.4134385405344718","0.4134385405344718","0.41322773747644687","0.41322773747644687","0.41322773747644687"
"90","0.4138565405893749","0.4138565405893749","0.4138565405893749","0.4132010404168598","0.4132010404168598","0.4132010404168598","0.41373209472723976","0.41373209472723976","0.41373209472723976","0.4132999061842628","0.4132999061842628","0.4132999061842628","0.41354837405210176","0.41354837405210176","0.41354837405210176","0.41384981661380865","0.41384981661380865","0.41384981661380865","0.41345176811125434","0.41345176811125434","0.41345176811125434","0.41340988922879746","0.41340988922879746","0.41340988922879746","0.41354646058016614","0.41354646058016614","0.41354646058016614","0.4133368689683377","0.4133368689683377","0.4133368689683377","0.413262576714356","0.413262576714356","0.413262576714356"
"91","0.4137880581757636","0.4137880581757636","0.4137880581757636","0.4132867850482845","0.4132867850482845","0.4132867850482845","0.41374383169057594","0.41374383169057594","0.41374383169057594","0.4132966062112433","0.4132966062112433","0.4132966062112433","0.41359786090513834","0.41359786090513834","0.41359786090513834","0.41397922524351893","0.41397922524351893","0.41397922524351893","0.413558496498405","0.413558496498405","0.413558496498405","0.41346673085925756","0.41346673085925756","0.41346673085925756","0.4136476629221236","0.4136476629221236","0.4136476629221236","0.4134240433825637","0.4134240433825637","0.4134240433825637","0.4132704601844083","0.4132704601844083","0.4132704601844083"
"92","0.41381450334068354","0.41381450334068354","0.41381450334068354","0.4132473569863727","0.4132473569863727","0.4132473569863727","0.4137306299776375","0.4137306299776375","0.4137306299776375","0.41329221455984233","0.41329221455984233","0.41329221455984233","0.41355435184311223","0.41355435184311223","0.41355435184311223","0.413974533742967","0.413974533742967","0.413974533742967","0.4135387393792024","0.4135387393792024","0.4135387393792024","0.41347199974689713","0.41347199974689713","0.41347199974689713","0.41376743858227144","0.41376743858227144","0.41376743858227144","0.41329112823499314","0.41329112823499314","0.41329112823499314","0.41340827650128764","0.41340827650128764","0.41340827650128764"
"93","0.4138529602786503","0.4138529602786503","0.4138529602786503","0.4131729520862064","0.4131729520862064","0.4131729520862064","0.41375730617915746","0.41375730617915746","0.41375730617915746","0.4133122605416505","0.4133122605416505","0.4133122605416505","0.41353691168186896","0.41353691168186896","0.41353691168186896","0.41391157099513604","0.41391157099513604","0.41391157099513604","0.4136583192910521","0.4136583192910521","0.4136583192910521","0.4135607159257482","0.4135607159257482","0.4135607159257482","0.41364831345344655","0.41364831345344655","0.41364831345344655","0.413441701862753","0.413441701862753","0.413441701862753","0.41342270075053267","0.41342270075053267","0.41342270075053267"
"94","0.41402219945146823","0.41402219945146823","0.41402219945146823","0.4131573355762347","0.4131573355762347","0.4131573355762347","0.4136740091592579","0.4136740091592579","0.4136740091592579","0.41344108928757917","0.41344108928757917","0.41344108928757917","0.41364156773977756","0.41364156773977756","0.41364156773977756","0.4139231618118702","0.4139231618118702","0.4139231618118702","0.41375238975817247","0.41375238975817247","0.41375238975817247","0.413739013216967","0.413739013216967","0.413739013216967","0.4136481015010844","0.4136481015010844","0.4136481015010844","0.4134359618895494","0.4134359618895494","0.4134359618895494","0.41354647314468146","0.41354647314468146","0.41354647314468146"
"95","0.4140241268425704","0.4140241268425704","0.4140241268425704","0.41321911298671915","0.41321911298671915","0.41321911298671915","0.4137073070725148","0.4137073070725148","0.4137073070725148","0.413509191507499","0.413509191507499","0.413509191507499","0.4135851817642032","0.4135851817642032","0.4135851817642032","0.41399831659336284","0.41399831659336284","0.41399831659336284","0.41377851846109126","0.41377851846109126","0.41377851846109126","0.41368849093046495","0.41368849093046495","0.41368849093046495","0.41377990083613453","0.41377990083613453","0.41377990083613453","0.4134710825994658","0.4134710825994658","0.4134710825994658","0.4136753435364285","0.4136753435364285","0.4136753435364285"
"96","0.41416227934129046","0.41416227934129046","0.41416227934129046","0.41308364322156105","0.41308364322156105","0.41308364322156105","0.4137938851768646","0.4137938851768646","0.4137938851768646","0.41355721483142055","0.41355721483142055","0.41355721483142055","0.4136935864087757","0.4136935864087757","0.4136935864087757","0.41395440930411903","0.41395440930411903","0.41395440930411903","0.4137948752337372","0.4137948752337372","0.4137948752337372","0.4137931841093339","0.4137931841093339","0.4137931841093339","0.4137322224753532","0.4137322224753532","0.4137322224753532","0.4136653224685118","0.4136653224685118","0.4136653224685118","0.4136618947935191","0.4136618947935191","0.4136618947935191"
"97","0.41419456224235673","0.41419456224235673","0.41419456224235673","0.41301417136396756","0.41301417136396756","0.41301417136396756","0.41372253047916757","0.41372253047916757","0.41372253047916757","0.4135884603939412","0.4135884603939412","0.4135884603939412","0.4137661083877099","0.4137661083877099","0.4137661083877099","0.4139190510330854","0.4139190510330854","0.4139190510330854","0.41376893396181935","0.41376893396181935","0.41376893396181935","0.41385802559256657","0.41385802559256657","0.41385802559256657","0.41365419030713424","0.41365419030713424","0.41365419030713424","0.4136042231914149","0.4136042231914149","0.4136042231914149","0.4136909371028541","0.4136909371028541","0.4136909371028541"
"98","0.41430981633364977","0.41430981633364977","0.41430981633364977","0.41306665162029044","0.41306665162029044","0.41306665162029044","0.4138353579737466","0.4138353579737466","0.4138353579737466","0.41361254902496164","0.41361254902496164","0.41361254902496164","0.4138252418344999","0.4138252418344999","0.4138252418344999","0.41390662199020667","0.41390662199020667","0.41390662199020667","0.41374232128428495","0.41374232128428495","0.41374232128428495","0.41384044098693235","0.41384044098693235","0.41384044098693235","0.41381184142169475","0.41381184142169475","0.41381184142169475","0.4137256407217174","0.4137256407217174","0.4137256407217174","0.41372995508587923","0.41372995508587923","0.41372995508587923"
"99","0.4142593436653","0.4142593436653","0.4142593436653","0.4131408542627753","0.4131408542627753","0.4131408542627753","0.41390061012546536","0.41390061012546536","0.41390061012546536","0.4136633742130828","0.4136633742130828","0.4136633742130828","0.4137929418893737","0.4137929418893737","0.4137929418893737","0.4137856846203731","0.4137856846203731","0.4137856846203731","0.4138173081085553","0.4138173081085553","0.4138173081085553","0.4139750293734331","0.4139750293734331","0.4139750293734331","0.4139709800865014","0.4139709800865014","0.4139709800865014","0.4137391083063612","0.4137391083063612","0.4137391083063612","0.41375556155333443","0.41375556155333443","0.41375556155333443"
"100","0.4143085669796566","0.4143085669796566","0.4143085669796566","0.41316922410828666","0.41316922410828666","0.41316922410828666","0.4139266816303889","0.4139266816303889","0.4139266816303889","0.4135513643132741","0.4135513643132741","0.4135513643132741","0.4138256482636574","0.4138256482636574","0.4138256482636574","0.4137959321775111","0.4137959321775111","0.4137959321775111","0.41376812071593916","0.41376812071593916","0.41376812071593916","0.4140051159006758","0.4140051159006758","0.4140051159006758","0.41399557860978814","0.41399557860978814","0.41399557860978814","0.41374669793129026","0.41374669793129026","0.41374669793129026","0.4139313510522779","0.4139313510522779","0.4139313510522779"
"101","0.4143733693946272","0.4143733693946272","0.4143733693946272","0.4132721331661956","0.4132721331661956","0.4132721331661956","0.4140182326010853","0.4140182326010853","0.4140182326010853","0.4135556303099273","0.4135556303099273","0.4135556303099273","0.41398130691123836","0.41398130691123836","0.41398130691123836","0.4137055213486476","0.4137055213486476","0.4137055213486476","0.41382908386226414","0.41382908386226414","0.41382908386226414","0.4140886621003479","0.4140886621003479","0.4140886621003479","0.413981645871748","0.413981645871748","0.413981645871748","0.4136788076480027","0.4136788076480027","0.4136788076480027","0.41387574145911404","0.41387574145911404","0.41387574145911404"
"102","0.4143903671983263","0.4143903671983263","0.4143903671983263","0.41329735755919667","0.41329735755919667","0.41329735755919667","0.4139852450177555","0.4139852450177555","0.4139852450177555","0.4135833248327066","0.4135833248327066","0.4135833248327066","0.4139571116431398","0.4139571116431398","0.4139571116431398","0.4138677038784595","0.4138677038784595","0.4138677038784595","0.41389010018170436","0.41389010018170436","0.41389010018170436","0.4138719004227423","0.4138719004227423","0.4138719004227423","0.41396857780091073","0.41396857780091073","0.41396857780091073","0.4138760170607225","0.4138760170607225","0.4138760170607225","0.4139653738440842","0.4139653738440842","0.4139653738440842"
"103","0.4144155732224593","0.4144155732224593","0.4144155732224593","0.41325570102961295","0.41325570102961295","0.41325570102961295","0.41402512887615267","0.41402512887615267","0.41402512887615267","0.4136285400620786","0.4136285400620786","0.4136285400620786","0.41393224907416415","0.41393224907416415","0.41393224907416415","0.41388917101349515","0.41388917101349515","0.41388917101349515","0.41391710841073676","0.41391710841073676","0.41391710841073676","0.4139571298643092","0.4139571298643092","0.4139571298643092","0.4140094206970622","0.4140094206970622","0.4140094206970622","0.41398539841695725","0.41398539841695725","0.41398539841695725","0.4138801368073025","0.4138801368073025","0.4138801368073025"
"104","0.4144013099813065","0.4144013099813065","0.4144013099813065","0.41334158600011767","0.41334158600011767","0.41334158600011767","0.41415705252666285","0.41415705252666285","0.41415705252666285","0.4135810424255322","0.4135810424255322","0.4135810424255322","0.41400274858899755","0.41400274858899755","0.41400274858899755","0.4139990530927851","0.4139990530927851","0.4139990530927851","0.4140112138143406","0.4140112138143406","0.4140112138143406","0.4139613115431656","0.4139613115431656","0.4139613115431656","0.41417879293002013","0.41417879293002013","0.41417879293002013","0.4140713578799734","0.4140713578799734","0.4140713578799734","0.41390814589889063","0.41390814589889063","0.41390814589889063"
"105","0.41427259893423646","0.41427259893423646","0.41427259893423646","0.41347056432727364","0.41347056432727364","0.41347056432727364","0.41418069746147645","0.41418069746147645","0.41418069746147645","0.41375865055002714","0.41375865055002714","0.41375865055002714","0.41401165814489616","0.41401165814489616","0.41401165814489616","0.41399594914761145","0.41399594914761145","0.41399594914761145","0.4140951396835027","0.4140951396835027","0.4140951396835027","0.41398594710357806","0.41398594710357806","0.41398594710357806","0.41411108731080354","0.41411108731080354","0.41411108731080354","0.4138787776121565","0.4138787776121565","0.4138787776121565","0.4139667154440298","0.4139667154440298","0.4139667154440298"
"106","0.4144585957046564","0.4144585957046564","0.4144585957046564","0.4135889718741042","0.4135889718741042","0.4135889718741042","0.41422532564304615","0.41422532564304615","0.41422532564304615","0.4137355930698201","0.4137355930698201","0.4137355930698201","0.4140169026811735","0.4140169026811735","0.4140169026811735","0.414091128234889","0.414091128234889","0.414091128234889","0.4140912315081463","0.4140912315081463","0.4140912315081463","0.41405722643250764","0.41405722643250764","0.41405722643250764","0.4142187350511287","0.4142187350511287","0.4142187350511287","0.41392761824010804","0.41392761824010804","0.41392761824010804","0.41405697400069336","0.41405697400069336","0.41405697400069336"
"107","0.41456330499575034","0.41456330499575034","0.41456330499575034","0.4136053254025712","0.4136053254025712","0.4136053254025712","0.41420615647872805","0.41420615647872805","0.41420615647872805","0.41374543033963607","0.41374543033963607","0.41374543033963607","0.41408741304607644","0.41408741304607644","0.41408741304607644","0.414192577933676","0.414192577933676","0.414192577933676","0.4141315114612995","0.4141315114612995","0.4141315114612995","0.41420196632634343","0.41420196632634343","0.41420196632634343","0.4142193352492765","0.4142193352492765","0.4142193352492765","0.4140600312197485","0.4140600312197485","0.4140600312197485","0.4140240607843056","0.4140240607843056","0.4140240607843056"
"108","0.4145000504286754","0.4145000504286754","0.4145000504286754","0.4137152130383332","0.4137152130383332","0.4137152130383332","0.4140907303755765","0.4140907303755765","0.4140907303755765","0.413818890088416","0.413818890088416","0.413818890088416","0.41409469109988545","0.41409469109988545","0.41409469109988545","0.4140436199868021","0.4140436199868021","0.4140436199868021","0.414056934356383","0.414056934356383","0.414056934356383","0.41427537761824895","0.41427537761824895","0.41427537761824895","0.41416809796843007","0.41416809796843007","0.41416809796843007","0.41394874971746953","0.41394874971746953","0.41394874971746953","0.41408429534281904","0.41408429534281904","0.41408429534281904"
"109","0.414396483305495","0.414396483305495","0.414396483305495","0.413622674650375","0.413622674650375","0.413622674650375","0.4141922552132915","0.4141922552132915","0.4141922552132915","0.4137963913586779","0.4137963913586779","0.4137963913586779","0.41428096528741026","0.41428096528741026","0.41428096528741026","0.41423851915889287","0.41423851915889287","0.41423851915889287","0.41412233155608325","0.41412233155608325","0.41412233155608325","0.4143550205691101","0.4143550205691101","0.4143550205691101","0.4141600482141871","0.4141600482141871","0.4141600482141871","0.4140458092071221","0.4140458092071221","0.4140458092071221","0.4140727218258482","0.4140727218258482","0.4140727218258482"
"110","0.4144819609259757","0.4144819609259757","0.4144819609259757","0.413773817301188","0.413773817301188","0.413773817301188","0.4142527288421857","0.4142527288421857","0.4142527288421857","0.41371171378142213","0.41371171378142213","0.41371171378142213","0.41427231989025537","0.41427231989025537","0.41427231989025537","0.4141246123176325","0.4141246123176325","0.4141246123176325","0.41412925640843995","0.41412925640843995","0.41412925640843995","0.4142157373641643","0.4142157373641643","0.4142157373641643","0.4141502280047216","0.4141502280047216","0.4141502280047216","0.41398049559412653","0.41398049559412653","0.41398049559412653","0.4141976549812369","0.4141976549812369","0.4141976549812369"
"111","0.4144689278832269","0.4144689278832269","0.4144689278832269","0.41376309949481616","0.41376309949481616","0.41376309949481616","0.41407452604032907","0.41407452604032907","0.41407452604032907","0.4137172906876396","0.4137172906876396","0.4137172906876396","0.41427770760288446","0.41427770760288446","0.41427770760288446","0.4141814515637967","0.4141814515637967","0.4141814515637967","0.41420200729836504","0.41420200729836504","0.41420200729836504","0.41431223871886125","0.41431223871886125","0.41431223871886125","0.4141407574236964","0.4141407574236964","0.4141407574236964","0.4138926948070784","0.4138926948070784","0.4138926948070784","0.41428557543644207","0.41428557543644207","0.41428557543644207"
"112","0.41450952534832197","0.41450952534832197","0.41450952534832197","0.41401118018322003","0.41401118018322003","0.41401118018322003","0.41417613145642707","0.41417613145642707","0.41417613145642707","0.4138112320555967","0.4138112320555967","0.4138112320555967","0.41418098942491344","0.41418098942491344","0.41418098942491344","0.4143803680934291","0.4143803680934291","0.4143803680934291","0.41435572072296856","0.41435572072296856","0.41435572072296856","0.4144143184152219","0.4144143184152219","0.4144143184152219","0.414184300698371","0.414184300698371","0.414184300698371","0.41402102545345165","0.41402102545345165","0.41402102545345165","0.4143288772157869","0.4143288772157869","0.4143288772157869"
