"Step","fancy-sweep-11 - Average Weighted Test Accuracy","fancy-sweep-11 - Average Weighted Test Accuracy__MIN","fancy-sweep-11 - Average Weighted Test Accuracy__MAX","avid-sweep-10 - Average Weighted Test Accuracy","avid-sweep-10 - Average Weighted Test Accuracy__MIN","avid-sweep-10 - Average Weighted Test Accuracy__MAX","vibrant-sweep-9 - Average Weighted Test Accuracy","vibrant-sweep-9 - Average Weighted Test Accuracy__MIN","vibrant-sweep-9 - Average Weighted Test Accuracy__MAX","laced-sweep-8 - Average Weighted Test Accuracy","laced-sweep-8 - Average Weighted Test Accuracy__MIN","laced-sweep-8 - Average Weighted Test Accuracy__MAX","gallant-sweep-7 - Average Weighted Test Accuracy","gallant-sweep-7 - Average Weighted Test Accuracy__MIN","gallant-sweep-7 - Average Weighted Test Accuracy__MAX","silvery-sweep-6 - Average Weighted Test Accuracy","silvery-sweep-6 - Average Weighted Test Accuracy__MIN","silvery-sweep-6 - Average Weighted Test Accuracy__MAX","bright-sweep-5 - Average Weighted Test Accuracy","bright-sweep-5 - Average Weighted Test Accuracy__MIN","bright-sweep-5 - Average Weighted Test Accuracy__MAX","fancy-sweep-4 - Average Weighted Test Accuracy","fancy-sweep-4 - Average Weighted Test Accuracy__MIN","fancy-sweep-4 - Average Weighted Test Accuracy__MAX","sweet-sweep-3 - Average Weighted Test Accuracy","sweet-sweep-3 - Average Weighted Test Accuracy__MIN","sweet-sweep-3 - Average Weighted Test Accuracy__MAX","olive-sweep-2 - Average Weighted Test Accuracy","olive-sweep-2 - Average Weighted Test Accuracy__MIN","olive-sweep-2 - Average Weighted Test Accuracy__MAX","rosy-sweep-1 - Average Weighted Test Accuracy","rosy-sweep-1 - Average Weighted Test Accuracy__MIN","rosy-sweep-1 - Average Weighted Test Accuracy__MAX"
"73","0.745027941612999","0.745027941612999","0.745027941612999","0.7444987932836881","0.7444987932836881","0.7444987932836881","0.7425112605345688","0.7425112605345688","0.7425112605345688","0.7422015151710698","0.7422015151710698","0.7422015151710698","0.742459636307319","0.742459636307319","0.742459636307319","0.7423821999664443","0.7423821999664443","0.7423821999664443","0.7436340874772531","0.7436340874772531","0.7436340874772531","0.7410012518875108","0.7410012518875108","0.7410012518875108","0.7427435695571932","0.7427435695571932","0.7427435695571932","0.740084921853826","0.740084921853826","0.740084921853826","0.7421627970006324","0.7421627970006324","0.7421627970006324"
"74","0.7454667475446227","0.7454667475446227","0.7454667475446227","0.7453505930333105","0.7453505930333105","0.7453505930333105","0.7432469057728792","0.7432469057728792","0.7432469057728792","0.7427564756140057","0.7427564756140057","0.7427564756140057","0.7430275028070673","0.7430275028070673","0.7430275028070673","0.7429113482957552","0.7429113482957552","0.7429113482957552","0.7442535782042513","0.7442535782042513","0.7442535782042513","0.7415820244440716","0.7415820244440716","0.7415820244440716","0.7432339997160667","0.7432339997160667","0.7432339997160667","0.740756036808074","0.740756036808074","0.740756036808074","0.7428984422389427","0.7428984422389427","0.7428984422389427"
"75","0.7459958958739337","0.7459958958739337","0.7459958958739337","0.7459829898171212","0.7459829898171212","0.7459829898171212","0.7437889601590026","0.7437889601590026","0.7437889601590026","0.7433759663410038","0.7433759663410038","0.7433759663410038","0.7435437450795659","0.7435437450795659","0.7435437450795659","0.743659899590878","0.743659899590878","0.743659899590878","0.7445633235677503","0.7445633235677503","0.7445633235677503","0.7421886091142573","0.7421886091142573","0.7421886091142573","0.7438405843862524","0.7438405843862524","0.7438405843862524","0.7413239033078224","0.7413239033078224","0.7413239033078224","0.7434404966250662","0.7434404966250662","0.7434404966250662"
"76","0.7466024805441194","0.7466024805441194","0.7466024805441194","0.7465895744873069","0.7465895744873069","0.7465895744873069","0.7443181084883136","0.7443181084883136","0.7443181084883136","0.7439051146703147","0.7439051146703147","0.7439051146703147","0.7441761418633764","0.7441761418633764","0.7441761418633764","0.7441632358065641","0.7441632358065641","0.7441632358065641","0.7451828142947485","0.7451828142947485","0.7451828142947485","0.7427822877276306","0.7427822877276306","0.7427822877276306","0.7444342629996257","0.7444342629996257","0.7444342629996257","0.7419046758643831","0.7419046758643831","0.7419046758643831","0.7442922963746886","0.7442922963746886","0.7442922963746886"
"77","0.7470154743621181","0.7470154743621181","0.7470154743621181","0.7472090652143051","0.7472090652143051","0.7472090652143051","0.7449763173857491","0.7449763173857491","0.7449763173857491","0.7444084508860008","0.7444084508860008","0.7444084508860008","0.7447052901926874","0.7447052901926874","0.7447052901926874","0.7446665720222501","0.7446665720222501","0.7446665720222501","0.745699056567247","0.745699056567247","0.745699056567247","0.7434017784546287","0.7434017784546287","0.7434017784546287","0.7451053779538738","0.7451053779538738","0.7451053779538738","0.7425370726481938","0.7425370726481938","0.7425370726481938","0.7447827265335623","0.7447827265335623","0.7447827265335623"
"78","0.7474929984641793","0.7474929984641793","0.7474929984641793","0.7476349650891163","0.7476349650891163","0.7476349650891163","0.74550546571506","0.74550546571506","0.74550546571506","0.745027941612999","0.745027941612999","0.745027941612999","0.745221532465186","0.745221532465186","0.745221532465186","0.745337686976498","0.745337686976498","0.745337686976498","0.7464734199759947","0.7464734199759947","0.7464734199759947","0.7440470812952519","0.7440470812952519","0.7440470812952519","0.7455829020559348","0.7455829020559348","0.7455829020559348","0.7432598118296917","0.7432598118296917","0.7432598118296917","0.7452860627492482","0.7452860627492482","0.7452860627492482"
"79","0.747905992282178","0.747905992282178","0.747905992282178","0.7482544558161145","0.7482544558161145","0.7482544558161145","0.7460733322148084","0.7460733322148084","0.7460733322148084","0.7456345262831847","0.7456345262831847","0.7456345262831847","0.745866835305809","0.745866835305809","0.745866835305809","0.745866835305809","0.745866835305809","0.745866835305809","0.7469509440780558","0.7469509440780558","0.7469509440780558","0.7443955448291883","0.7443955448291883","0.7443955448291883","0.7461120503852458","0.7461120503852458","0.7461120503852458","0.7438405843862524","0.7438405843862524","0.7438405843862524","0.745866835305809","0.745866835305809","0.745866835305809"
"80","0.7485900132932385","0.7485900132932385","0.7485900132932385","0.7487577920318005","0.7487577920318005","0.7487577920318005","0.7464347018055574","0.7464347018055574","0.7464347018055574","0.7462669230669954","0.7462669230669954","0.7462669230669954","0.7465379502600571","0.7465379502600571","0.7465379502600571","0.7463959836351199","0.7463959836351199","0.7463959836351199","0.747596246918679","0.747596246918679","0.747596246918679","0.7449892234425616","0.7449892234425616","0.7449892234425616","0.7469380380212434","0.7469380380212434","0.7469380380212434","0.7443955448291883","0.7443955448291883","0.7443955448291883","0.7461249564420582","0.7461249564420582","0.7461249564420582"
"81","0.7492998464179239","0.7492998464179239","0.7492998464179239","0.7491965979634242","0.7491965979634242","0.7491965979634242","0.7469638501348683","0.7469638501348683","0.7469638501348683","0.7469122259076184","0.7469122259076184","0.7469122259076184","0.7470541925325556","0.7470541925325556","0.7470541925325556","0.7469896622484932","0.7469896622484932","0.7469896622484932","0.7483189861001768","0.7483189861001768","0.7483189861001768","0.7455829020559348","0.7455829020559348","0.7455829020559348","0.7475188105778041","0.7475188105778041","0.7475188105778041","0.7451570021811236","0.7451570021811236","0.7451570021811236","0.7466928229418066","0.7466928229418066","0.7466928229418066"
"82","0.7496612160086729","0.7496612160086729","0.7496612160086729","0.7496483099518604","0.7496483099518604","0.7496483099518604","0.7474413742369294","0.7474413742369294","0.7474413742369294","0.7473639378960546","0.7473639378960546","0.7473639378960546","0.7475188105778041","0.7475188105778041","0.7475188105778041","0.747402656066492","0.747402656066492","0.747402656066492","0.7487190738613632","0.7487190738613632","0.7487190738613632","0.7461249564420582","0.7461249564420582","0.7461249564420582","0.7480350528503027","0.7480350528503027","0.7480350528503027","0.7454925596582476","0.7454925596582476","0.7454925596582476","0.747067098589368","0.747067098589368","0.747067098589368"
"83","0.7500871158834841","0.7500871158834841","0.7500871158834841","0.750138740110734","0.750138740110734","0.750138740110734","0.7478801801685531","0.7478801801685531","0.7478801801685531","0.7479963346798653","0.7479963346798653","0.7479963346798653","0.7478801801685531","0.7478801801685531","0.7478801801685531","0.747931804395803","0.747931804395803","0.747931804395803","0.7491578797929869","0.7491578797929869","0.7491578797929869","0.7466153866009319","0.7466153866009319","0.7466153866009319","0.7484222345546765","0.7484222345546765","0.7484222345546765","0.746034614044371","0.746034614044371","0.746034614044371","0.7477769317140534","0.7477769317140534","0.7477769317140534"
"84","0.7505388278719203","0.7505388278719203","0.7505388278719203","0.7506291702696075","0.7506291702696075","0.7506291702696075","0.7483447982138017","0.7483447982138017","0.7483447982138017","0.748267361872927","0.748267361872927","0.748267361872927","0.748602919350051","0.748602919350051","0.748602919350051","0.7484480466683014","0.7484480466683014","0.7484480466683014","0.7495450614973607","0.7495450614973607","0.7495450614973607","0.7471703470438676","0.7471703470438676","0.7471703470438676","0.7489642889407999","0.7489642889407999","0.7489642889407999","0.7464605139191822","0.7464605139191822","0.7464605139191822","0.7482802679297395","0.7482802679297395","0.7482802679297395"
"85","0.7510421640876063","0.7510421640876063","0.7510421640876063","0.7511325064852935","0.7511325064852935","0.7511325064852935","0.7488868525999252","0.7488868525999252","0.7488868525999252","0.7490417252816747","0.7490417252816747","0.7490417252816747","0.7490417252816747","0.7490417252816747","0.7490417252816747","0.7490933495089246","0.7490933495089246","0.7490933495089246","0.7502419885652337","0.7502419885652337","0.7502419885652337","0.7475446226914291","0.7475446226914291","0.7475446226914291","0.7494547190996734","0.7494547190996734","0.7494547190996734","0.7470154743621181","0.7470154743621181","0.7470154743621181","0.7486545435773009","0.7486545435773009","0.7486545435773009"
"86","0.7515842184737297","0.7515842184737297","0.7515842184737297","0.7517261850986668","0.7517261850986668","0.7517261850986668","0.7493772827587987","0.7493772827587987","0.7493772827587987","0.7494934372701109","0.7494934372701109","0.7494934372701109","0.7496224978382355","0.7496224978382355","0.7496224978382355","0.7495837796677981","0.7495837796677981","0.7495837796677981","0.7507324187241072","0.7507324187241072","0.7507324187241072","0.7478672741117406","0.7478672741117406","0.7478672741117406","0.7498677129176723","0.7498677129176723","0.7498677129176723","0.7474413742369294","0.7474413742369294","0.7474413742369294","0.7491707858497993","0.7491707858497993","0.7491707858497993"
"87","0.7519972122917286","0.7519972122917286","0.7519972122917286","0.7522037092007279","0.7522037092007279","0.7522037092007279","0.7501258340539215","0.7501258340539215","0.7501258340539215","0.7498935250312971","0.7498935250312971","0.7498935250312971","0.7502032703947963","0.7502032703947963","0.7502032703947963","0.7500483977130468","0.7500483977130468","0.7500483977130468","0.7511583185989185","0.7511583185989185","0.7511583185989185","0.7483577042706142","0.7483577042706142","0.7483577042706142","0.7503839551901708","0.7503839551901708","0.7503839551901708","0.7479963346798653","0.7479963346798653","0.7479963346798653","0.7496612160086729","0.7496612160086729","0.7496612160086729"
"88","0.7525779848482893","0.7525779848482893","0.7525779848482893","0.7525908909051018","0.7525908909051018","0.7525908909051018","0.7505130157582953","0.7505130157582953","0.7505130157582953","0.7504613915310455","0.7504613915310455","0.7504613915310455","0.75064207632642","0.75064207632642","0.75064207632642","0.7505130157582953","0.7505130157582953","0.7505130157582953","0.7516229366441671","0.7516229366441671","0.7516229366441671","0.7487319799181756","0.7487319799181756","0.7487319799181756","0.7506549823832325","0.7506549823832325","0.7506549823832325","0.7485512951228012","0.7485512951228012","0.7485512951228012","0.7501903643379838","0.7501903643379838","0.7501903643379838"
"89","0.7529780726094756","0.7529780726094756","0.7529780726094756","0.7531200392344127","0.7531200392344127","0.7531200392344127","0.7509001974626692","0.7509001974626692","0.7509001974626692","0.750809855064982","0.750809855064982","0.750809855064982","0.7510292580307939","0.7510292580307939","0.7510292580307939","0.7510679762012312","0.7510679762012312","0.7510679762012312","0.7520875546894158","0.7520875546894158","0.7520875546894158","0.7492611282474866","0.7492611282474866","0.7492611282474866","0.7512357549397932","0.7512357549397932","0.7512357549397932","0.7491578797929869","0.7491578797929869","0.7491578797929869","0.7506807944968574","0.7506807944968574","0.7506807944968574"
"90","0.7532749119161622","0.7532749119161622","0.7532749119161622","0.7535072209387865","0.7535072209387865","0.7535072209387865","0.7511583185989185","0.7511583185989185","0.7511583185989185","0.7512486609966057","0.7512486609966057","0.7512486609966057","0.7513519094511054","0.7513519094511054","0.7513519094511054","0.7514035336783552","0.7514035336783552","0.7514035336783552","0.7524102061097273","0.7524102061097273","0.7524102061097273","0.7496870281222978","0.7496870281222978","0.7496870281222978","0.7518036214395416","0.7518036214395416","0.7518036214395416","0.7497128402359228","0.7497128402359228","0.7497128402359228","0.7510550701444187","0.7510550701444187","0.7510550701444187"
"91","0.7536362815069112","0.7536362815069112","0.7536362815069112","0.7539460268704102","0.7539460268704102","0.7539460268704102","0.7515713124169172","0.7515713124169172","0.7515713124169172","0.7516616548146045","0.7516616548146045","0.7516616548146045","0.7519326820076662","0.7519326820076662","0.7519326820076662","0.7518939638372288","0.7518939638372288","0.7518939638372288","0.7529006362686008","0.7529006362686008","0.7529006362686008","0.7500613037698592","0.7500613037698592","0.7500613037698592","0.7521133668030406","0.7521133668030406","0.7521133668030406","0.7501516461675465","0.7501516461675465","0.7501516461675465","0.7515455003032924","0.7515455003032924","0.7515455003032924"
"92","0.7541396177225972","0.7541396177225972","0.7541396177225972","0.7543203025179717","0.7543203025179717","0.7543203025179717","0.7518552456667914","0.7518552456667914","0.7518552456667914","0.7521391789166656","0.7521391789166656","0.7521391789166656","0.7523198637120401","0.7523198637120401","0.7523198637120401","0.7523198637120401","0.7523198637120401","0.7523198637120401","0.7534039724842869","0.7534039724842869","0.7534039724842869","0.7505130157582953","0.7505130157582953","0.7505130157582953","0.7525005485074145","0.7525005485074145","0.7525005485074145","0.7505646399855452","0.7505646399855452","0.7505646399855452","0.7520617425757908","0.7520617425757908","0.7520617425757908"
"93","0.7544751751997212","0.7544751751997212","0.7544751751997212","0.7546687660519081","0.7546687660519081","0.7546687660519081","0.7523327697688525","0.7523327697688525","0.7523327697688525","0.7526941393596015","0.7526941393596015","0.7526941393596015","0.7526941393596015","0.7526941393596015","0.7526941393596015","0.7528231999277261","0.7528231999277261","0.7528231999277261","0.7537653420750358","0.7537653420750358","0.7537653420750358","0.7509647277467315","0.7509647277467315","0.7509647277467315","0.7528231999277261","0.7528231999277261","0.7528231999277261","0.7509389156331067","0.7509389156331067","0.7509389156331067","0.7524102061097273","0.7524102061097273","0.7524102061097273"
"94","0.7548752629609076","0.7548752629609076","0.7548752629609076","0.7551204780403443","0.7551204780403443","0.7551204780403443","0.752874824154976","0.752874824154976","0.752874824154976","0.7530942271207878","0.7530942271207878","0.7530942271207878","0.753184569518475","0.753184569518475","0.753184569518475","0.7534168785410993","0.7534168785410993","0.7534168785410993","0.7541783358930346","0.7541783358930346","0.7541783358930346","0.7514164397351677","0.7514164397351677","0.7514164397351677","0.7532361937457248","0.7532361937457248","0.7532361937457248","0.7514938760760425","0.7514938760760425","0.7514938760760425","0.753042602893538","0.753042602893538","0.753042602893538"
"95","0.7552882567789063","0.7552882567789063","0.7552882567789063","0.7553656931197811","0.7553656931197811","0.7553656931197811","0.7532361937457248","0.7532361937457248","0.7532361937457248","0.753378160370662","0.753378160370662","0.753378160370662","0.7536233754500987","0.7536233754500987","0.7536233754500987","0.7538298723590982","0.7538298723590982","0.7538298723590982","0.7545784236542209","0.7545784236542209","0.7545784236542209","0.7518681517236039","0.7518681517236039","0.7518681517236039","0.7536491875637237","0.7536491875637237","0.7536491875637237","0.7519714001781036","0.7519714001781036","0.7519714001781036","0.7535975633364738","0.7535975633364738","0.7535975633364738"
"96","0.7556496263696553","0.7556496263696553","0.7556496263696553","0.755752874824155","0.755752874824155","0.755752874824155","0.7535975633364738","0.7535975633364738","0.7535975633364738","0.7537524360182234","0.7537524360182234","0.7537524360182234","0.7540750874385349","0.7540750874385349","0.7540750874385349","0.7543590206884091","0.7543590206884091","0.7543590206884091","0.7549526993017823","0.7549526993017823","0.7549526993017823","0.7522166152575404","0.7522166152575404","0.7522166152575404","0.7541396177225972","0.7541396177225972","0.7541396177225972","0.7523973000529148","0.7523973000529148","0.7523973000529148","0.75404927532491","0.75404927532491","0.75404927532491"
"97","0.7560497141308417","0.7560497141308417","0.7560497141308417","0.7561787746989662","0.7561787746989662","0.7561787746989662","0.7539589329272227","0.7539589329272227","0.7539589329272227","0.7541267116657847","0.7541267116657847","0.7541267116657847","0.7543977388588464","0.7543977388588464","0.7543977388588464","0.7548107326768453","0.7548107326768453","0.7548107326768453","0.7554431294606558","0.7554431294606558","0.7554431294606558","0.7526425151323516","0.7526425151323516","0.7526425151323516","0.7545267994269711","0.7545267994269711","0.7545267994269711","0.7529264483822258","0.7529264483822258","0.7529264483822258","0.7543977388588464","0.7543977388588464","0.7543977388588464"
"98","0.7563594594943407","0.7563594594943407","0.7563594594943407","0.7565659564033401","0.7565659564033401","0.7565659564033401","0.7544880812565337","0.7544880812565337","0.7544880812565337","0.7545267994269711","0.7545267994269711","0.7545267994269711","0.7547332963359704","0.7547332963359704","0.7547332963359704","0.755081759869907","0.755081759869907","0.755081759869907","0.7558432172218422","0.7558432172218422","0.7558432172218422","0.7530942271207878","0.7530942271207878","0.7530942271207878","0.7548107326768453","0.7548107326768453","0.7548107326768453","0.7531200392344127","0.7531200392344127","0.7531200392344127","0.7547591084495954","0.7547591084495954","0.7547591084495954"
"99","0.7566950169714647","0.7566950169714647","0.7566950169714647","0.7569144199372766","0.7569144199372766","0.7569144199372766","0.7547849205632203","0.7547849205632203","0.7547849205632203","0.7549526993017823","0.7549526993017823","0.7549526993017823","0.7551721022675942","0.7551721022675942","0.7551721022675942","0.755417317347031","0.755417317347031","0.755417317347031","0.756062620187654","0.756062620187654","0.756062620187654","0.7534168785410993","0.7534168785410993","0.7534168785410993","0.7551204780403443","0.7551204780403443","0.7551204780403443","0.7535330330524115","0.7535330330524115","0.7535330330524115","0.7550172295858446","0.7550172295858446","0.7550172295858446"
"100","0.7571338229030884","0.7571338229030884","0.7571338229030884","0.7572757895280255","0.7572757895280255","0.7572757895280255","0.7550946659267194","0.7550946659267194","0.7550946659267194","0.7554044112902185","0.7554044112902185","0.7554044112902185","0.7555334718583431","0.7555334718583431","0.7555334718583431","0.7559077475059045","0.7559077475059045","0.7559077475059045","0.7564885200624654","0.7564885200624654","0.7564885200624654","0.7538169663022857","0.7538169663022857","0.7538169663022857","0.7553656931197811","0.7553656931197811","0.7553656931197811","0.753855684472723","0.753855684472723","0.753855684472723","0.7554560355174683","0.7554560355174683","0.7554560355174683"
"101","0.7574435682665875","0.7574435682665875","0.7574435682665875","0.7577275015164616","0.7577275015164616","0.7577275015164616","0.7554302234038435","0.7554302234038435","0.7554302234038435","0.7556625324264677","0.7556625324264677","0.7556625324264677","0.7558561232786547","0.7558561232786547","0.7558561232786547","0.7562045868125912","0.7562045868125912","0.7562045868125912","0.7568757017668392","0.7568757017668392","0.7568757017668392","0.7541396177225972","0.7541396177225972","0.7541396177225972","0.7555980021424055","0.7555980021424055","0.7555980021424055","0.7542557722339094","0.7542557722339094","0.7542557722339094","0.7557399687673425","0.7557399687673425","0.7557399687673425"
"102","0.7577533136300866","0.7577533136300866","0.7577533136300866","0.7581146832208355","0.7581146832208355","0.7581146832208355","0.7557786869377799","0.7557786869377799","0.7557786869377799","0.7558819353922795","0.7558819353922795","0.7558819353922795","0.756062620187654","0.756062620187654","0.756062620187654","0.7566175806305899","0.7566175806305899","0.7566175806305899","0.7572241653007756","0.7572241653007756","0.7572241653007756","0.7544622691429088","0.7544622691429088","0.7544622691429088","0.756088432301279","0.756088432301279","0.756088432301279","0.7545655175974084","0.7545655175974084","0.7545655175974084","0.7561916807557787","0.7561916807557787","0.7561916807557787"
"103","0.758127589277648","0.758127589277648","0.758127589277648","0.7583340861866474","0.7583340861866474","0.7583340861866474","0.7562691170966535","0.7562691170966535","0.7562691170966535","0.7562691170966535","0.7562691170966535","0.7562691170966535","0.7563207413239033","0.7563207413239033","0.7563207413239033","0.7567724533123394","0.7567724533123394","0.7567724533123394","0.7574048500961501","0.7574048500961501","0.7574048500961501","0.754720390279158","0.754720390279158","0.754720390279158","0.7564885200624654","0.7564885200624654","0.7564885200624654","0.75488816901772","0.75488816901772","0.75488816901772","0.7564627079488404","0.7564627079488404","0.7564627079488404"
"104","0.7583598983002723","0.7583598983002723","0.7583598983002723","0.758630925493334","0.758630925493334","0.758630925493334","0.7567466411987146","0.7567466411987146","0.7567466411987146","0.7566433927442149","0.7566433927442149","0.7566433927442149","0.7566950169714647","0.7566950169714647","0.7566950169714647","0.7570951047326511","0.7570951047326511","0.7570951047326511","0.757959810539086","0.757959810539086","0.757959810539086","0.7551075719835318","0.7551075719835318","0.7551075719835318","0.7568369835964018","0.7568369835964018","0.7568369835964018","0.7553527870629686","0.7553527870629686","0.7553527870629686","0.7567208290850896","0.7567208290850896","0.7567208290850896"
"105","0.7586438315501465","0.7586438315501465","0.7586438315501465","0.7588503284591459","0.7588503284591459","0.7588503284591459","0.7571338229030884","0.7571338229030884","0.7571338229030884","0.7569531381077139","0.7569531381077139","0.7569531381077139","0.7570951047326511","0.7570951047326511","0.7570951047326511","0.7573145076984629","0.7573145076984629","0.7573145076984629","0.7582050256185228","0.7582050256185228","0.7582050256185228","0.7552366325516565","0.7552366325516565","0.7552366325516565","0.7573532258689003","0.7573532258689003","0.7573532258689003","0.7557399687673425","0.7557399687673425","0.7557399687673425","0.7570951047326511","0.7570951047326511","0.7570951047326511"
"106","0.7590955435385827","0.7590955435385827","0.7590955435385827","0.7593149465043945","0.7593149465043945","0.7593149465043945","0.7574306622097751","0.7574306622097751","0.7574306622097751","0.7572241653007756","0.7572241653007756","0.7572241653007756","0.7573274137552753","0.7573274137552753","0.7573274137552753","0.757624253061962","0.757624253061962","0.757624253061962","0.7585405830956468","0.7585405830956468","0.7585405830956468","0.7555980021424055","0.7555980021424055","0.7555980021424055","0.7576371591187745","0.7576371591187745","0.7576371591187745","0.7561142444149039","0.7561142444149039","0.7561142444149039","0.7574306622097751","0.7574306622097751","0.7574306622097751"
"107","0.7593923828452693","0.7593923828452693","0.7593923828452693","0.7596763160951434","0.7596763160951434","0.7596763160951434","0.7577791257437115","0.7577791257437115","0.7577791257437115","0.757624253061962","0.757624253061962","0.757624253061962","0.757792031800524","0.757792031800524","0.757792031800524","0.757933998425461","0.757933998425461","0.757933998425461","0.7587599860614587","0.7587599860614587","0.7587599860614587","0.7558819353922795","0.7558819353922795","0.7558819353922795","0.7580243408231483","0.7580243408231483","0.7580243408231483","0.7563981776647781","0.7563981776647781","0.7563981776647781","0.7576887833460243","0.7576887833460243","0.7576887833460243"
"108","0.7597924706064556","0.7597924706064556","0.7597924706064556","0.7599731554018301","0.7599731554018301","0.7599731554018301","0.7579985287095233","0.7579985287095233","0.7579985287095233","0.7578178439141489","0.7578178439141489","0.7578178439141489","0.7580630589935857","0.7580630589935857","0.7580630589935857","0.7583598983002723","0.7583598983002723","0.7583598983002723","0.7591987919930824","0.7591987919930824","0.7591987919930824","0.7561529625853413","0.7561529625853413","0.7561529625853413","0.758321180129835","0.758321180129835","0.758321180129835","0.7567724533123394","0.7567724533123394","0.7567724533123394","0.7580114347663358","0.7580114347663358","0.7580114347663358"
"109","0.7600634977995173","0.7600634977995173","0.7600634977995173","0.7602829007653291","0.7602829007653291","0.7602829007653291","0.758321180129835","0.758321180129835","0.758321180129835","0.7580114347663358","0.7580114347663358","0.7580114347663358","0.7584244285843347","0.7584244285843347","0.7584244285843347","0.7587341739478337","0.7587341739478337","0.7587341739478337","0.7593665707316444","0.7593665707316444","0.7593665707316444","0.7564498018920279","0.7564498018920279","0.7564498018920279","0.7586825497205839","0.7586825497205839","0.7586825497205839","0.7571338229030884","0.7571338229030884","0.7571338229030884","0.7583728043570848","0.7583728043570848","0.7583728043570848"
"110","0.7602699947085167","0.7602699947085167","0.7602699947085167","0.7605152097879535","0.7605152097879535","0.7605152097879535","0.7586438315501465","0.7586438315501465","0.7586438315501465","0.758321180129835","0.758321180129835","0.758321180129835","0.7586954557773963","0.7586954557773963","0.7586954557773963","0.7590439193113329","0.7590439193113329","0.7590439193113329","0.7596763160951434","0.7596763160951434","0.7596763160951434","0.7566821109146522","0.7566821109146522","0.7566821109146522","0.7589793890272705","0.7589793890272705","0.7589793890272705","0.7573790379825251","0.7573790379825251","0.7573790379825251","0.7586051133797092","0.7586051133797092","0.7586051133797092"
"111","0.7605926461288283","0.7605926461288283","0.7605926461288283","0.7607862369810152","0.7607862369810152","0.7607862369810152","0.7589148587432082","0.7589148587432082","0.7589148587432082","0.7587857981750835","0.7587857981750835","0.7587857981750835","0.7590568253681452","0.7590568253681452","0.7590568253681452","0.7594181949588942","0.7594181949588942","0.7594181949588942","0.7600634977995173","0.7600634977995173","0.7600634977995173","0.7569789502213389","0.7569789502213389","0.7569789502213389","0.7593149465043945","0.7593149465043945","0.7593149465043945","0.7576887833460243","0.7576887833460243","0.7576887833460243","0.7589406708568331","0.7589406708568331","0.7589406708568331"
"112","0.7609411096627647","0.7609411096627647","0.7609411096627647","0.7611217944581392","0.7611217944581392","0.7611217944581392","0.7592762283339571","0.7592762283339571","0.7592762283339571","0.7590439193113329","0.7590439193113329","0.7590439193113329","0.7593149465043945","0.7593149465043945","0.7593149465043945","0.7597279403223933","0.7597279403223933","0.7597279403223933","0.7602958068221416","0.7602958068221416","0.7602958068221416","0.7573145076984629","0.7573145076984629","0.7573145076984629","0.7595472555270188","0.7595472555270188","0.7595472555270188","0.7580888711072106","0.7580888711072106","0.7580888711072106","0.7592116980498949","0.7592116980498949","0.7592116980498949"
"113","0.7613024792535137","0.7613024792535137","0.7613024792535137","0.7613928216512009","0.7613928216512009","0.7613928216512009","0.7595214434133939","0.7595214434133939","0.7595214434133939","0.7593407586180194","0.7593407586180194","0.7593407586180194","0.7595859736974562","0.7595859736974562","0.7595859736974562","0.7600247796290799","0.7600247796290799","0.7600247796290799","0.7607217066969528","0.7607217066969528","0.7607217066969528","0.7576887833460243","0.7576887833460243","0.7576887833460243","0.7599344372313926","0.7599344372313926","0.7599344372313926","0.758437334641147","0.758437334641147","0.758437334641147","0.7594827252429566","0.7594827252429566","0.7594827252429566"
"114","0.7615735064465754","0.7615735064465754","0.7615735064465754","0.7615864125033879","0.7615864125033879","0.7615864125033879","0.7598828130041428","0.7598828130041428","0.7598828130041428","0.7595601615838313","0.7595601615838313","0.7595601615838313","0.7598699069473304","0.7598699069473304","0.7598699069473304","0.7603474310493915","0.7603474310493915","0.7603474310493915","0.7609411096627647","0.7609411096627647","0.7609411096627647","0.7578307499709613","0.7578307499709613","0.7578307499709613","0.7602054644244544","0.7602054644244544","0.7602054644244544","0.7587341739478337","0.7587341739478337","0.7587341739478337","0.7598570008905179","0.7598570008905179","0.7598570008905179"
"115","0.7617541912419499","0.7617541912419499","0.7617541912419499","0.7619090639236994","0.7619090639236994","0.7619090639236994","0.760166746254017","0.760166746254017","0.760166746254017","0.7598699069473304","0.7598699069473304","0.7598699069473304","0.7602441825948918","0.7602441825948918","0.7602441825948918","0.7606571764128905","0.7606571764128905","0.7606571764128905","0.7611088884013267","0.7611088884013267","0.7611088884013267","0.7581792135048978","0.7581792135048978","0.7581792135048978","0.7605152097879535","0.7605152097879535","0.7605152097879535","0.7587857981750835","0.7587857981750835","0.7587857981750835","0.7602441825948918","0.7602441825948918","0.7602441825948918"
"116","0.7620768426622614","0.7620768426622614","0.7620768426622614","0.7621155608326988","0.7621155608326988","0.7621155608326988","0.760334524992579","0.760334524992579","0.760334524992579","0.7601409341403921","0.7601409341403921","0.7601409341403921","0.7606442703560781","0.7606442703560781","0.7606442703560781","0.761031452060452","0.761031452060452","0.761031452060452","0.7614573519352632","0.7614573519352632","0.7614573519352632","0.7585276770388343","0.7585276770388343","0.7585276770388343","0.7607862369810152","0.7607862369810152","0.7607862369810152","0.7591600738226449","0.7591600738226449","0.7591600738226449","0.7604377734470787","0.7604377734470787","0.7604377734470787"
